entity,author,added,deleted
src/modules/bids/app/bidding-block/useBidInAcceptedState.spec.ts,Sergei Zaliubovskii,71,0
src/modules/bids/app/bidding-block/useBidInAcceptedState.ts,Alexey Ivanov,0,46
src/modules/bids/app/bidding-block/useBidInAcceptedState.ts,Yashwanth Harikrishnan,3,4
src/modules/bids/app/bidding-block/useBidInAcceptedState.ts,Sergei Zaliubovskii,24,0
src/modules/bids/app/bidding-block/useBidInAwaitingMatchingConfirmationState.spec.ts,Alexey Ivanov,0,152
src/modules/bids/app/bidding-block/useBidInAwaitingMatchingConfirmationState.spec.ts,Sanja Mitrovic,210,134
src/modules/bids/app/bidding-block/useBidInAwaitingMatchingConfirmationState.ts,Alexey Ivanov,0,82
src/modules/bids/app/bidding-block/useBidInAwaitingMatchingConfirmationState.ts,Sanja Mitrovic,47,6
src/modules/bids/app/bidding-block/useBiddingBlock.spec.ts,Alexey Ivanov,0,626
src/modules/bids/app/bidding-block/useBiddingBlock.spec.ts,Sanja Mitrovic,280,283
src/modules/bids/app/bidding-block/useBiddingBlock.spec.ts,Murali Mariappan,68,2
src/modules/bids/app/bidding-block/useBiddingBlock.spec.ts,Yashwanth Harikrishnan,6,6
src/modules/bids/app/bidding-block/useBiddingBlock.spec.ts,Sergei Zaliubovskii,302,59
src/modules/bids/app/bidding-block/useBiddingBlock.ts,Alexey Ivanov,0,278
src/modules/bids/app/bidding-block/useBiddingBlock.ts,Sanja Mitrovic,59,57
src/modules/bids/app/bidding-block/useBiddingBlock.ts,Murali Mariappan,14,1
src/modules/bids/app/bidding-block/useBiddingBlock.ts,Yashwanth Harikrishnan,12,12
src/modules/bids/app/bidding-block/useBiddingBlock.ts,Pablo Felipe Leonhart,3,3
src/modules/bids/app/bidding-block/useBiddingBlock.ts,Sergei Zaliubovskii,157,32
src/modules/bids/app/bidding-block/useBiddingStatuses.spec.ts,Sergei Zaliubovskii,84,84
src/modules/bids/app/bidding-block/useBiddingStatuses.ts,Sergei Zaliubovskii,28,28
src/modules/bids/app/bidding-block/useCancelBidDialog.spec.ts,Alexey Ivanov,0,140
src/modules/bids/app/bidding-block/useCancelBidDialog.spec.ts,Sanja Mitrovic,91,81
src/modules/bids/app/bidding-block/useCancelBidDialog.spec.ts,Sergei Zaliubovskii,69,0
src/modules/bids/app/bidding-block/useCancelBidDialog.ts,Alexey Ivanov,0,64
src/modules/bids/app/bidding-block/useCancelBidDialog.ts,Sanja Mitrovic,35,33
src/modules/bids/app/bidding-block/useCancelBidDialog.ts,Sergei Zaliubovskii,33,0
src/modules/bids/app/cancel-bid-dialog/CancelBid.spec.ts,Sanja Mitrovic,182,182
src/modules/bids/app/cancel-bid-dialog/CancelBid.spec.ts,Sergei Zaliubovskii,13,13
src/modules/bids/app/cancel-bid-dialog/CancelBidDialog.vue,Sanja Mitrovic,251,281
src/modules/bids/app/cancel-bid-dialog/CancelBidDialog.vue,Sergei Zaliubovskii,168,137
src/modules/bids/app/cancel-bid-dialog/CancelBidDialog.vue,Yashwanth Harikrishnan,2,3
src/modules/bids/app/confirm-bid-dialog/ConfirmBidDialog.vue,Sanja Mitrovic,62,72
src/modules/bids/app/confirm-bid-dialog/ConfirmBidDialog.vue,Sergei Zaliubovskii,45,35
src/modules/bids/app/cta-buttons/CTAButtons.vue,Sanja Mitrovic,113,114
src/modules/bids/app/cta-buttons/CTAButtons.vue,Sergei Zaliubovskii,22,21
src/modules/bids/app/floating-block/OrderDetailsFloatingBlock.spec.ts,Sanja Mitrovic,210,215
src/modules/bids/app/floating-block/OrderDetailsFloatingBlock.spec.ts,Sergei Zaliubovskii,27,22
src/modules/bids/app/floating-block/OrderDetailsFloatingBlock.vue,Sanja Mitrovic,152,163
src/modules/bids/app/floating-block/OrderDetailsFloatingBlock.vue,Yashwanth Harikrishnan,3,4
src/modules/bids/app/floating-block/OrderDetailsFloatingBlock.vue,Sergei Zaliubovskii,62,50
src/modules/bids/app/index.ts,Alexey Ivanov,0,4
src/modules/bids/app/index.ts,Sergei Zaliubovskii,3,1
src/modules/bids/app/last-bid/LastBid.vue,Sanja Mitrovic,78,85
src/modules/bids/app/last-bid/LastBid.vue,Sergei Zaliubovskii,21,14
src/modules/bids/base/helpers.spec.ts,Alexey Ivanov,0,910
src/modules/bids/base/helpers.spec.ts,Sanja Mitrovic,593,213
src/modules/bids/base/helpers.spec.ts,Sergei Zaliubovskii,76,1
src/modules/bids/base/helpers.ts,Alexey Ivanov,0,254
src/modules/bids/base/helpers.ts,Sanja Mitrovic,262,72
src/modules/bids/base/helpers.ts,Sergei Zaliubovskii,33,43
src/modules/bids/base/helpers.ts,Yashwanth Harikrishnan,4,57
src/modules/bids/components/.gitkeep,Sergei Zaliubovskii,0,0
src/modules/bids/composition/index.ts,Alexey Ivanov,0,8
src/modules/bids/composition/index.ts,Sanja Mitrovic,1,0
src/modules/bids/composition/index.ts,Sergei Zaliubovskii,3,0
src/modules/bids/composition/useAcceptNowNotification/useAcceptNowNotification.spec.ts,Sergei Zaliubovskii,0,127
src/modules/bids/composition/useAcceptNowNotification/useAcceptNowNotification.spec.ts,Yashwanth Harikrishnan,143,16
src/modules/bids/composition/useAcceptNowNotification/useAcceptNowNotification.ts,Sergei Zaliubovskii,0,44
src/modules/bids/composition/useAcceptNowNotification/useAcceptNowNotification.ts,Yashwanth Harikrishnan,51,7
src/modules/bids/composition/useAvailableBidActions.spec.ts,Alexey Ivanov,0,350
src/modules/bids/composition/useAvailableBidActions.spec.ts,Sanja Mitrovic,464,386
src/modules/bids/composition/useAvailableBidActions.spec.ts,Murali Mariappan,50,0
src/modules/bids/composition/useAvailableBidActions.spec.ts,Yashwanth Harikrishnan,50,3
src/modules/bids/composition/useAvailableBidActions.ts,Alexey Ivanov,0,106
src/modules/bids/composition/useAvailableBidActions.ts,Sanja Mitrovic,61,25
src/modules/bids/composition/useAvailableBidActions.ts,Murali Mariappan,8,0
src/modules/bids/composition/useAvailableBidActions.ts,Yashwanth Harikrishnan,12,3
src/modules/bids/composition/useBidActions.spec.ts,Alexey Ivanov,0,274
src/modules/bids/composition/useBidActions.spec.ts,Sanja Mitrovic,146,26
src/modules/bids/composition/useBidActions.spec.ts,Murali Mariappan,10,52
src/modules/bids/composition/useBidActions.spec.ts,Yashwanth Harikrishnan,2,1
src/modules/bids/composition/useBidActions.spec.ts,Sergei Zaliubovskii,77,19
src/modules/bids/composition/useBidActions.ts,Alexey Ivanov,0,74
src/modules/bids/composition/useBidActions.ts,Murali Mariappan,0,3
src/modules/bids/composition/useBidActions.ts,Sergei Zaliubovskii,23,6
src/modules/bids/composition/useBidActions.ts,Sanja Mitrovic,33,10
src/modules/bids/composition/useBids.spec.ts,Alexey Ivanov,0,124
src/modules/bids/composition/useBids.spec.ts,Yashwanth Harikrishnan,4,0
src/modules/bids/composition/useBids.spec.ts,Sanja Mitrovic,57,65
src/modules/bids/composition/useBids.spec.ts,Sergei Zaliubovskii,66,0
src/modules/bids/composition/useBids.ts,Alexey Ivanov,0,40
src/modules/bids/composition/useBids.ts,Yashwanth Harikrishnan,4,7
src/modules/bids/composition/useBids.ts,Sergei Zaliubovskii,23,0
src/modules/bids/composition/useLowestBidPrice.spec.ts,Alexey Ivanov,0,80
src/modules/bids/composition/useLowestBidPrice.spec.ts,Yashwanth Harikrishnan,4,0
src/modules/bids/composition/useLowestBidPrice.spec.ts,Sanja Mitrovic,44,53
src/modules/bids/composition/useLowestBidPrice.spec.ts,Sergei Zaliubovskii,45,0
src/modules/bids/composition/useLowestBidPrice.ts,Alexey Ivanov,0,32
src/modules/bids/composition/useLowestBidPrice.ts,Sergei Zaliubovskii,16,0
src/modules/bids/events/BidEventBusEvents.ts,Sanja Mitrovic,9,9
src/modules/bids/events/BidEventConsumer.spec.ts,Alexey Ivanov,0,626
src/modules/bids/events/BidEventConsumer.spec.ts,Sanja Mitrovic,620,111
src/modules/bids/events/BidEventConsumer.spec.ts,Murali Mariappan,1,0
src/modules/bids/events/BidEventConsumer.ts,Alexey Ivanov,0,290
src/modules/bids/events/BidEventConsumer.ts,Sanja Mitrovic,299,69
src/modules/bids/events/BidEventConsumer.ts,Murali Mariappan,2,0
src/modules/bids/events/BidEventKeys.ts,Alexey Ivanov,0,20
src/modules/bids/events/BidEventKeys.ts,Sanja Mitrovic,38,14
src/modules/bids/events/BidEvents.ts,Alexey Ivanov,0,376
src/modules/bids/events/BidEvents.ts,Sanja Mitrovic,396,72
src/modules/bids/events/BidEvents.ts,Murali Mariappan,3,1
src/modules/bids/events/BidRepository.ts,Alexey Ivanov,0,58
src/modules/bids/events/BidRepository.ts,Sanja Mitrovic,58,0
src/modules/bids/events/index.ts,Alexey Ivanov,0,8
src/modules/bids/events/index.ts,Sanja Mitrovic,9,1
src/modules/bids/events/mocks/BidRepository.ts,Alexey Ivanov,0,16
src/modules/bids/events/mocks/BidRepository.ts,Sanja Mitrovic,16,0
src/modules/bids/events/mocks/index.ts,Alexey Ivanov,0,2
src/modules/bids/events/mocks/index.ts,Sanja Mitrovic,2,0
src/modules/bids/featureFlags.ts,Alexey Ivanov,0,0
src/modules/bids/featureFlags.ts,Sanja Mitrovic,1,3
src/modules/bids/featureFlags.ts,Yashwanth Harikrishnan,2,0
src/modules/bids/models/.gitkeep,Sergei Zaliubovskii,0,0
src/modules/bids/models/Bid.ts,Alexey Ivanov,0,488
src/modules/bids/models/Bid.ts,Sanja Mitrovic,387,106
src/modules/bids/models/Bid.ts,Yashwanth Harikrishnan,62,104
src/modules/bids/models/Bid.ts,Sergei Zaliubovskii,24,21
src/modules/bids/models/BidActions.ts,Alexey Ivanov,0,108
src/modules/bids/models/BidActions.ts,Yashwanth Harikrishnan,17,38
src/modules/bids/models/BidActions.ts,Sanja Mitrovic,75,10
src/modules/bids/models/BidActions.ts,Murali Mariappan,10,0
src/modules/bids/models/BidCondition.spec.ts,Alexey Ivanov,0,254
src/modules/bids/models/BidCondition.spec.ts,Sergei Zaliubovskii,12,12
src/modules/bids/models/BidCondition.spec.ts,Sanja Mitrovic,127,0
src/modules/bids/models/BidCondition.ts,Alexey Ivanov,0,266
src/modules/bids/models/BidCondition.ts,Sergei Zaliubovskii,28,9
src/modules/bids/models/BidCondition.ts,Sanja Mitrovic,114,0
src/modules/bids/models/RegularBid.spec.ts,Sanja Mitrovic,10,10
src/modules/bids/models/RegularBid.spec.ts,Yashwanth Harikrishnan,3,3
src/modules/bids/models/ResponseWrapper.ts,Yashwanth Harikrishnan,0,7
src/modules/bids/models/ResponseWrapper.ts,Sanja Mitrovic,7,0
src/modules/bids/models/SpotBid.spec.ts,Yashwanth Harikrishnan,0,23
src/modules/bids/models/SpotBid.spec.ts,Sanja Mitrovic,24,1
src/modules/bids/models/index.ts,Alexey Ivanov,0,6
src/modules/bids/models/index.ts,Sanja Mitrovic,5,2
src/modules/bids/models/index.ts,Yashwanth Harikrishnan,0,1
src/modules/bids/models/mocks/Bid.ts,Alexey Ivanov,0,338
src/modules/bids/models/mocks/Bid.ts,Sanja Mitrovic,191,81
src/modules/bids/models/mocks/Bid.ts,Yashwanth Harikrishnan,21,71
src/modules/bids/models/mocks/Bid.ts,Sergei Zaliubovskii,92,15
src/modules/bids/models/mocks/BidActions.ts,Alexey Ivanov,0,138
src/modules/bids/models/mocks/BidActions.ts,Yashwanth Harikrishnan,17,33
src/modules/bids/models/mocks/BidActions.ts,Sanja Mitrovic,99,14
src/modules/bids/models/mocks/ResponseWrapper.ts,Alexey Ivanov,0,62
src/modules/bids/models/mocks/ResponseWrapper.ts,Yashwanth Harikrishnan,3,1
src/modules/bids/models/mocks/ResponseWrapper.ts,Sanja Mitrovic,29,0
src/modules/bids/models/mocks/index.ts,Alexey Ivanov,0,6
src/modules/bids/models/mocks/index.ts,Sanja Mitrovic,3,0
src/modules/bids/readme.md,Sergei Zaliubovskii,3,0
src/modules/bids/services/.gitkeep,Sergei Zaliubovskii,0,0
src/modules/bids/services/BiddingCarrierService.spec.ts,Murali Mariappan,233,27
src/modules/bids/services/BiddingCarrierService.ts,Murali Mariappan,96,19
src/modules/bids/services/BiddingCarrierService.ts,Yashwanth Harikrishnan,3,1
src/modules/bids/services/BiddingCharteringService.spec.ts,Murali Mariappan,284,62
src/modules/bids/services/BiddingCharteringService.ts,Murali Mariappan,103,26
src/modules/bids/services/BiddingClient.spec.ts,Alexey Ivanov,0,246
src/modules/bids/services/BiddingClient.spec.ts,Sanja Mitrovic,37,47
src/modules/bids/services/BiddingClient.spec.ts,Yashwanth Harikrishnan,110,65
src/modules/bids/services/BiddingClient.spec.ts,Sergei Zaliubovskii,88,0
src/modules/bids/services/BiddingClient.ts,Alexey Ivanov,0,158
src/modules/bids/services/BiddingClient.ts,Sanja Mitrovic,30,30
src/modules/bids/services/BiddingClient.ts,Yashwanth Harikrishnan,128,83
src/modules/bids/services/BiddingClient.ts,Sergei Zaliubovskii,40,6
src/modules/bids/services/BiddingOrderService.spec.ts,Alexey Ivanov,0,574
src/modules/bids/services/BiddingOrderService.spec.ts,Sanja Mitrovic,99,36
src/modules/bids/services/BiddingOrderService.spec.ts,Yashwanth Harikrishnan,261,37
src/modules/bids/services/BiddingOrderService.ts,Alexey Ivanov,0,204
src/modules/bids/services/BiddingOrderService.ts,Sanja Mitrovic,8,25
src/modules/bids/services/BiddingOrderService.ts,Yashwanth Harikrishnan,148,29
src/modules/bids/services/BiddingRegularOrderService.spec.ts,Yashwanth Harikrishnan,40,151
src/modules/bids/services/BiddingRegularOrderService.spec.ts,Sanja Mitrovic,256,51
src/modules/bids/services/BiddingRegularOrderService.spec.ts,Sergei Zaliubovskii,39,132
src/modules/bids/services/BiddingRegularOrderService.spec.ts,Pablo Felipe Leonhart,2,2
src/modules/bids/services/BiddingRegularOrderService.spec.ts,Dmytro Fokin,4,5
src/modules/bids/services/BiddingRegularOrderService.ts,Yashwanth Harikrishnan,10,66
src/modules/bids/services/BiddingRegularOrderService.ts,Sanja Mitrovic,120,12
src/modules/bids/services/BiddingRegularOrderService.ts,Sergei Zaliubovskii,38,90
src/modules/bids/services/BiddingRegularOrderService.ts,Pablo Felipe Leonhart,3,3
src/modules/bids/services/BiddingRegularOrderService.ts,Dmytro Fokin,3,3
src/modules/bids/services/BiddingService.spec.ts,Murali Mariappan,54,0
src/modules/bids/services/BiddingService.ts,Murali Mariappan,43,8
src/modules/bids/services/BiddingSpotOrderService.spec.ts,Yashwanth Harikrishnan,0,104
src/modules/bids/services/BiddingSpotOrderService.spec.ts,Sanja Mitrovic,106,2
src/modules/bids/services/BiddingSpotOrderService.spec.ts,Sergei Zaliubovskii,13,13
src/modules/bids/services/BiddingSpotOrderService.ts,Yashwanth Harikrishnan,0,74
src/modules/bids/services/BiddingSpotOrderService.ts,Sanja Mitrovic,77,3
src/modules/bids/services/BiddingSpotOrderService.ts,Sergei Zaliubovskii,6,6
src/modules/bids/services/IBiddingService.ts,Alexey Ivanov,0,20
src/modules/bids/services/IBiddingService.ts,Sanja Mitrovic,20,13
src/modules/bids/services/IBiddingService.ts,Sergei Zaliubovskii,6,3
src/modules/bids/services/errors/BiddingServiceErrors.spec.ts,Alexey Ivanov,0,98
src/modules/bids/services/errors/BiddingServiceErrors.spec.ts,Yashwanth Harikrishnan,82,13
src/modules/bids/services/errors/BiddingServiceErrors.spec.ts,Sanja Mitrovic,6,0
src/modules/bids/services/errors/BiddingServiceErrors.ts,Alexey Ivanov,0,410
src/modules/bids/services/errors/BiddingServiceErrors.ts,Murali Mariappan,9,0
src/modules/bids/services/errors/BiddingServiceErrors.ts,Yashwanth Harikrishnan,80,22
src/modules/bids/services/errors/BiddingServiceErrors.ts,Sanja Mitrovic,140,0
src/modules/bids/services/errors/BiddingServiceErrors.ts,Sergei Zaliubovskii,37,28
src/modules/bids/services/errors/index.ts,Alexey Ivanov,0,2
src/modules/bids/services/errors/index.ts,Sanja Mitrovic,1,0
src/modules/bids/services/index.ts,Alexey Ivanov,0,4
src/modules/bids/services/index.ts,Yashwanth Harikrishnan,1,2
src/modules/bids/services/index.ts,Sanja Mitrovic,3,0
src/modules/bids/services/mocks/BiddingClient-mock.ts,Alexey Ivanov,0,24
src/modules/bids/services/mocks/BiddingClient-mock.ts,Sanja Mitrovic,1,2
src/modules/bids/services/mocks/BiddingClient-mock.ts,Yashwanth Harikrishnan,4,0
src/modules/bids/services/mocks/BiddingClient-mock.ts,Sergei Zaliubovskii,9,0
src/modules/bids/services/mocks/BiddingService-mock.ts,Alexey Ivanov,0,16
src/modules/bids/services/mocks/BiddingService-mock.ts,Sanja Mitrovic,0,1
src/modules/bids/services/mocks/BiddingService-mock.ts,Yashwanth Harikrishnan,9,0
src/modules/bids/services/mocks/BiddingService.ts,Yashwanth Harikrishnan,0,8
src/modules/bids/services/mocks/BiddingService.ts,Sanja Mitrovic,10,2
src/modules/bids/services/mocks/BiddingService.ts,Sergei Zaliubovskii,1,1
src/modules/bids/services/mocks/index.ts,Alexey Ivanov,0,4
src/modules/bids/services/mocks/index.ts,Yashwanth Harikrishnan,1,1
src/modules/bids/services/mocks/index.ts,Sergei Zaliubovskii,1,0
src/modules/bids/services/mocks/index.ts,Sanja Mitrovic,1,0
src/modules/bids/store/actions.spec.ts,Alexey Ivanov,0,200
src/modules/bids/store/actions.spec.ts,Sanja Mitrovic,72,76
src/modules/bids/store/actions.spec.ts,Yashwanth Harikrishnan,134,30
src/modules/bids/store/actions.ts,Alexey Ivanov,0,184
src/modules/bids/store/actions.ts,Sanja Mitrovic,41,41
src/modules/bids/store/actions.ts,Yashwanth Harikrishnan,154,62
src/modules/bids/store/getters.spec.ts,Alexey Ivanov,0,696
src/modules/bids/store/getters.spec.ts,Sanja Mitrovic,124,200
src/modules/bids/store/getters.spec.ts,Yashwanth Harikrishnan,478,122
src/modules/bids/store/getters.spec.ts,Sergei Zaliubovskii,49,3
src/modules/bids/store/getters.ts,Alexey Ivanov,0,450
src/modules/bids/store/getters.ts,Sanja Mitrovic,129,91
src/modules/bids/store/getters.ts,Yashwanth Harikrishnan,234,65
src/modules/bids/store/getters.ts,Sergei Zaliubovskii,22,4
src/modules/bids/store/index.ts,Alexey Ivanov,0,110
src/modules/bids/store/index.ts,Sanja Mitrovic,8,8
src/modules/bids/store/index.ts,Yashwanth Harikrishnan,59,4
src/modules/bids/store/mocks/getters.ts,Alexey Ivanov,0,44
src/modules/bids/store/mocks/getters.ts,Sanja Mitrovic,54,31
src/modules/bids/store/mocks/getters.ts,Yashwanth Harikrishnan,0,1
src/modules/bids/store/mocks/index.ts,Alexey Ivanov,0,6
src/modules/bids/store/mocks/index.ts,Sanja Mitrovic,6,3
src/modules/bids/store/mocks/state.ts,Alexey Ivanov,0,14
src/modules/bids/store/mocks/state.ts,Sanja Mitrovic,14,7
src/modules/bids/store/mocks/store.ts,Alexey Ivanov,0,44
src/modules/bids/store/mocks/store.ts,Sanja Mitrovic,39,17
src/modules/bids/store/mutations.spec.ts,Alexey Ivanov,0,56
src/modules/bids/store/mutations.spec.ts,Sanja Mitrovic,31,46
src/modules/bids/store/mutations.spec.ts,Yashwanth Harikrishnan,43,0
src/modules/bids/store/mutations.ts,Alexey Ivanov,0,82
src/modules/bids/store/mutations.ts,Sanja Mitrovic,48,48
src/modules/bids/store/mutations.ts,Yashwanth Harikrishnan,51,10
src/modules/bids/tracking/BidEventBusEvents.ts,Sanja Mitrovic,35,35
src/modules/bids/tracking/BidEventConsumer.spec.ts,Sanja Mitrovic,222,222
src/modules/bids/tracking/BidEventConsumer.ts,Sanja Mitrovic,205,254
src/modules/bids/tracking/BidEventTracker.ts,Sanja Mitrovic,58,58
src/modules/bids/tracking/BidEvents.ts,Sanja Mitrovic,161,229
src/modules/bids/tracking/BidRepository.ts,Sanja Mitrovic,29,58
src/modules/bids/tracking/BiddingEventKeys.ts,Sanja Mitrovic,3,6
src/modules/bids/tracking/index.ts,Sanja Mitrovic,7,11
src/modules/bids/tracking/mocks/BidEventConsumer.ts,Sanja Mitrovic,9,9
src/modules/bids/tracking/mocks/BidRepository.ts,Sanja Mitrovic,8,8
src/modules/bids/tracking/mocks/index.ts,Sanja Mitrovic,1,1
src/modules/bids/tracking/trackBidEvent.spec.ts,Sanja Mitrovic,20,44
src/modules/bids/tracking/trackBidEvent.spec.ts,Yashwanth Harikrishnan,3,1
src/modules/bids/tracking/trackBidEvent.ts,Sanja Mitrovic,18,32
src/modules/bids/tracking/trackBidEvent.ts,Yashwanth Harikrishnan,1,2
src/modules/bids/tracking/trackBidEvent.ts,Pablo Felipe Leonhart,3,3
src/modules/bids/widgets/AcceptNowConfirmDialog.spec.ts,Sergei Zaliubovskii,17,193
src/modules/bids/widgets/AcceptNowConfirmDialog.spec.ts,Dmytro Fokin,3,4
src/modules/bids/widgets/AcceptNowConfirmDialog.spec.ts,Yashwanth Harikrishnan,4,2
src/modules/bids/widgets/AcceptNowConfirmDialog.spec.ts,Sanja Mitrovic,175,0
src/modules/bids/widgets/AcceptNowConfirmDialog.vue,Sergei Zaliubovskii,40,433
src/modules/bids/widgets/AcceptNowConfirmDialog.vue,Dmytro Fokin,5,3
src/modules/bids/widgets/AcceptNowConfirmDialog.vue,Sanja Mitrovic,391,0
src/modules/config/.gitkeep,Sergei Zaliubovskii,0,0
src/modules/config/readme.md,Sergei Zaliubovskii,3,0
src/modules/constants.ts,Yashwanth Harikrishnan,1,0
src/modules/constants.ts,Sanja Mitrovic,1,0
src/modules/currencies/currencies.ts,Sergei Zaliubovskii,4,0
src/modules/currencies/formatCurrency.spec.ts,Sergei Zaliubovskii,33,0
src/modules/currencies/formatCurrency.ts,Sergei Zaliubovskii,10,0
src/modules/currencies/index.ts,Sergei Zaliubovskii,2,0
src/modules/design/components/Accordion.spec.ts,Murali Mariappan,1,1
src/modules/design/components/Accordion.spec.ts,Sanja Mitrovic,63,1
src/modules/design/components/Accordion.vue,Sanja Mitrovic,71,8
src/modules/design/components/BlockWithBorder.vue,Sergei Zaliubovskii,13,0
src/modules/design/components/FallbackFetchAgain.vue,Sanja Mitrovic,45,3
src/modules/design/components/FloatingBlockOnScroll.vue,Sergei Zaliubovskii,79,2
src/modules/design/components/Loader.vue,Sanja Mitrovic,71,0
src/modules/design/index.ts,Sanja Mitrovic,3,0
src/modules/design/index.ts,Sergei Zaliubovskii,2,0
src/modules/filters/base/dependencies.ts,Yashwanth Harikrishnan,0,26
src/modules/filters/base/dependencies.ts,Sanja Mitrovic,39,60
src/modules/filters/base/dependencies.ts,Dmytro Fokin,2,3
src/modules/filters/base/dependencies.ts,Sergei Zaliubovskii,2,4
src/modules/filters/base/helpers.ts,Sanja Mitrovic,175,25
src/modules/filters/base/helpers.ts,Yashwanth Harikrishnan,42,29
src/modules/filters/base/helpers.ts,Sergei Zaliubovskii,1,4
src/modules/filters/components/MarketplaceFilters.vue,Sanja Mitrovic,20,20
src/modules/filters/components/SavedLanes.vue,Sanja Mitrovic,105,110
src/modules/filters/components/SavedLanes.vue,Yashwanth Harikrishnan,1,1
src/modules/filters/components/SavedLanes.vue,Sergei Zaliubovskii,7,2
src/modules/filters/components/SavedLanesNoResults.spec.ts,Sanja Mitrovic,76,38
src/modules/filters/components/SavedLanesNoResults.spec.ts,Yashwanth Harikrishnan,38,0
src/modules/filters/components/SavedLanesNoResults.vue,Sanja Mitrovic,87,90
src/modules/filters/components/SavedLanesNoResults.vue,Yashwanth Harikrishnan,5,8
src/modules/filters/components/__tests__/SavedLanesNoResults.spec.ts,Yashwanth Harikrishnan,0,38
src/modules/filters/components/__tests__/SavedLanesNoResults.spec.ts,Sanja Mitrovic,38,76
src/modules/filters/components/__tests__/SavedLanesNoResults.spec.ts,Sergei Zaliubovskii,1,1
src/modules/filters/components/common/AddressTypeAhead.spec.ts,Sanja Mitrovic,126,9
src/modules/filters/components/common/AddressTypeAhead.spec.ts,Yashwanth Harikrishnan,81,10
src/modules/filters/components/common/AddressTypeAhead.vue,Yashwanth Harikrishnan,151,107
src/modules/filters/components/common/AddressTypeAhead.vue,Sanja Mitrovic,199,9
src/modules/filters/components/common/AddressTypeAhead.vue,Juan Bigorra,2,0
src/modules/filters/components/common/DropdownFilter.spec.ts,Sanja Mitrovic,124,62
src/modules/filters/components/common/DropdownFilter.spec.ts,Yashwanth Harikrishnan,62,0
src/modules/filters/components/common/DropdownFilter.vue,Sanja Mitrovic,100,91
src/modules/filters/components/common/DropdownFilter.vue,Yashwanth Harikrishnan,1,1
src/modules/filters/components/common/DropdownFilter.vue,Sergei Zaliubovskii,7,16
src/modules/filters/components/common/RadiusAddressWrapper.spec.ts,Yashwanth Harikrishnan,24,24
src/modules/filters/components/common/RadiusAddressWrapper.spec.ts,Sanja Mitrovic,48,0
src/modules/filters/components/common/RadiusAddressWrapper.vue,Yashwanth Harikrishnan,0,33
src/modules/filters/components/common/RadiusAddressWrapper.vue,Sanja Mitrovic,33,0
src/modules/filters/components/common/RadiusFilter.spec.ts,Murali Mariappan,1,1
src/modules/filters/components/common/RadiusFilter.spec.ts,Yashwanth Harikrishnan,61,11
src/modules/filters/components/common/RadiusFilter.spec.ts,Sanja Mitrovic,68,0
src/modules/filters/components/common/RadiusFilter.vue,Sanja Mitrovic,86,12
src/modules/filters/components/common/RadiusFilter.vue,Yashwanth Harikrishnan,59,64
src/modules/filters/components/common/RadiusFilter.vue,Sergei Zaliubovskii,9,9
src/modules/filters/components/common/ResetInputButton.vue,Sanja Mitrovic,187,97
src/modules/filters/components/common/ResetInputButton.vue,Yashwanth Harikrishnan,90,0
src/modules/filters/components/common/TypeAheadField.spec.ts,Murali Mariappan,1,1
src/modules/filters/components/common/TypeAheadField.spec.ts,Sanja Mitrovic,9,3
src/modules/filters/components/common/TypeAheadField.spec.ts,Yashwanth Harikrishnan,137,0
src/modules/filters/components/common/TypeAheadField.vue,Sanja Mitrovic,256,3
src/modules/filters/components/common/TypeAheadField.vue,Yashwanth Harikrishnan,231,100
src/modules/filters/components/common/VehicleTypesFilter.spec.ts,Murali Mariappan,1,1
src/modules/filters/components/common/VehicleTypesFilter.spec.ts,Yashwanth Harikrishnan,117,0
src/modules/filters/components/common/VehicleTypesFilter.vue,Sanja Mitrovic,2,1
src/modules/filters/components/common/VehicleTypesFilter.vue,Yashwanth Harikrishnan,57,0
src/modules/filters/components/common/__tests__/DropdownFilter.spec.ts,Yashwanth Harikrishnan,0,62
src/modules/filters/components/common/__tests__/DropdownFilter.spec.ts,Sanja Mitrovic,66,124
src/modules/filters/components/common/__tests__/DropdownFilter.spec.ts,Sergei Zaliubovskii,2,6
src/modules/filters/components/common/__tests__/RadiusAddressWrapper.spec.ts,Yashwanth Harikrishnan,0,24
src/modules/filters/components/common/__tests__/RadiusAddressWrapper.spec.ts,Sanja Mitrovic,24,48
src/modules/filters/components/common/__tests__/RadiusAddressWrapper.spec.ts,Sergei Zaliubovskii,1,1
src/modules/filters/components/common/__tests__/RadiusFilter.spec.ts,Yashwanth Harikrishnan,0,34
src/modules/filters/components/common/__tests__/RadiusFilter.spec.ts,Sanja Mitrovic,34,68
src/modules/filters/components/common/__tests__/RadiusFilter.spec.ts,Sergei Zaliubovskii,1,1
src/modules/filters/components/common/index.ts,Sanja Mitrovic,10,2
src/modules/filters/components/common/index.ts,Yashwanth Harikrishnan,6,1
src/modules/filters/components/filter-add/Approach_for_refactoring.md,Juan Bigorra,25,0
src/modules/filters/components/filter-add/DateRangePicker.spec.ts,Murali Mariappan,1,1
src/modules/filters/components/filter-add/DateRangePicker.spec.ts,Yashwanth Harikrishnan,103,0
src/modules/filters/components/filter-add/DateRangePicker.vue,Sanja Mitrovic,1,0
src/modules/filters/components/filter-add/DateRangePicker.vue,Yashwanth Harikrishnan,70,0
