entity,added,deleted,commits
src/common/services/__tests__/helpers.spec.ts,145,145,3
src/modules/filters/components/filter-add/__tests__/SavedLaneConfirmDialog.spec.ts,145,219,6
src/modules/marketplace/tracking/SearchRepository.ts,144,45,7
src/orchestrated/auth.ts,144,114,26
src/modules/bids/composition/useAcceptNowNotification/useAcceptNowNotification.spec.ts,143,143,3
src/modules/bids/app/bid-table-cell/actions/OrderListBidActions.vue,142,219,15
src/modules/bids/models/BidCondition.ts,142,275,6
src/modules/assignments/components/__tests__/AssignmentRow.spec.ts,142,142,4
src/modules/marketplace/components/MarketplaceAllLoads.vue,142,0,1
src/modules/bids/app/bidding-block/ChangeBid.spec.ts,142,142,2
src/modules/assignments/components/assignmentDetailsDialog/__tests__/OrderDetailsLoadSectionDetails.spec.ts,141,389,7
src/common/http/errors/GenericServiceErrors.spec.ts,141,33,10
src/modules/accept-now-deprecated/events/AcceptNowEventConsumer.spec.ts,140,33,2
src/modules/bids-deprecated/models/mocks/BidActions.ts,140,27,6
src/modules/bids-deprecated/app/bidding-block/useCancelBidDialog.spec.ts,140,0,2
src/modules/next-load-suggestions/app/order-next-suggestions/NextLoadSuggestions.vue,140,140,5
src/tenant-permissions.ts,140,52,5
src/modules/transport-offers/services/LoadService.ts,140,37,7
src/application/displayTruckLoads.spec.ts,139,139,3
src/common/components/__tests__/TransportRequestStatusTableCell.spec.ts,139,139,7
src/modules/bids/app/bid-table-cell/actions/OrderListBidActions.spec.ts,139,261,9
src/modules/bids/models/BidCondition.spec.ts,139,266,4
src/common/components/__tests__/FuelSurcharge.spec.ts,139,139,10
src/common/http/casing.spec.ts,138,0,3
src/modules/bids-deprecated/app/bidding-block/useBidInAcceptedState.spec.ts,137,1,3
src/modules/next-load-suggestions-deprecated/app/order-next-suggestions/__tests__/NextLoadSuggestions.spec.ts,137,2,3
src/modules/transport-offers/services/CarrierLoadService.ts,137,38,8
src/modules/assignments/components/assignmentDetailsDialog/OrderDetailsLoadSectionDetails.vue,136,382,7
src/modules/bids/app/accept-now/AcceptNow.spec.ts,136,136,4
src/modules/bids-deprecated/app/bidding-block/confirm-bid-dialog/ConfirmBidDialog.vue,136,0,2
src/common/filter/DateRangePicker.vue,136,378,8
src/modules/bids/app/cta-buttons/CTAButtons.vue,135,135,4
src/modules/tender/components/tender-details/tender-content/tender-bids/__tests__/TenderPriceBidInput.spec.ts,135,14,5
src/modules/accept-now-deprecated/app/useAcceptNowConfirm.spec.ts,135,0,1
src/modules/orders/components/common/RouteAddress.vue,134,11,2
src/modules/bids/app/bidding-block/useBidInAcceptedState.spec.ts,134,202,9
src/modules/filters/components/filter-bar/RefreshOrders.spec.ts,133,4,2
src/modules/accept-now/events/AcceptNowEvents.ts,133,104,8
src/modules/filters/components/filter-add/SaveFilterConfirmDialog.spec.ts,133,43,4
src/modules/filters/store/mutations.ts,133,59,9
src/modules/next-load-suggestions-deprecated/app/order-next-suggestions/NextLoadSuggestions.vue,132,4,2
src/modules/marketplace/types/enums.ts,132,104,13
src/marketplace/application/displayTruckLoads.spec.ts,132,0,1
src/modules/bids-deprecated/app/bid-table-cell/status/useBidStatus.ts,132,0,2
src/modules/next-load-suggestions/app/order-next-suggestions/NextLoadSuggestionRow.vue,132,132,6
src/modules/filters/components/filter-edit/__tests__/SavedLaneEditDialog.spec.ts,132,198,5
src/common/services/__tests__/GenericService.spec.ts,131,129,6
src/modules/orders/base/dependencies.ts,131,88,21
src/modules/tender/components/tender-details/tender-content/__tests__/TenderContent.spec.ts,130,36,7
src/modules/filters/components/common/RadiusFilter.spec.ts,130,12,5
src/modules/filters/components/filter-list/FilterList.spec.ts,130,15,4
catalog-info.yaml,130,23,11
src/modules/orders/components/order-details/order-content/useSelectedOrder.spec.ts,129,80,7
src/common/filter/AddressTypeAhead.vue,129,320,10
src/modules/orders/components/order-details/__tests__/OrderDetailsPageWrapper.ts,129,129,3
src/modules/bids/app/bid-details/OrderBidBlock.spec.ts,129,129,2
src/modules/orders/components/order-details/order-content/order-bids/__tests__/BidInputWithCondition.spec.ts,129,66,4
src/modules/bids/app/bid-details/cta-buttons/CTAButtons.vue,128,128,5
src/modules/bids-deprecated/composition/useAvailableBidActions.ts,128,2,4
src/common/filter/__tests__/DsfDateRangePicker.spec.ts,128,352,5
src/modules/accept-now-deprecated/composition/useAcceptNowNotification.spec.ts,127,0,1
src/modules/bids/composition/useBids.spec.ts,127,189,8
src/modules/accept-now/app/accept-now-action/AcceptNowAction.spec.ts,127,127,7
src/modules/next-load-suggestions/app/order-next-suggestions/NextLoadSuggestionRow.spec.ts,126,126,4
src/modules/marketplace/components/LoadLockedPromoBanner.vue,126,45,14
src/modules/bids-deprecated/composition/useBids.spec.ts,125,1,3
src/common/filter/DsfDateRangePicker.vue,125,307,5
src/common/types/enums.ts,124,108,12
src/modules/savedLanes/components/__tests__/SavedLaneDetails.spec.ts,123,123,3
src/common/services/errors/BiddingServiceErrors.ts,123,123,3
src/modules/assignments/services/BffAssignmentService.ts,123,289,16
src/modules/filters/components/filter-bar/useSorting.spec.ts,122,46,5
src/modules/bids-deprecated/models/BidActions.ts,122,0,7
src/modules/orders/classes/BidCondition.ts,122,122,3
src/modules/orders/components/order-details/order-content/order-mobile/__tests__/OrderBidDialog.spec.ts,121,136,11
src/modules/next-load-suggestions-deprecated/app/order-next-suggestions/NextLoadSuggestionRow.spec.ts,121,10,4
src/marketplace-shared-data.ts,121,1,2
src/modules/savedLanes/components/SavedLaneConfirmDialog.vue,121,121,2
src/modules/accept-now-deprecated/services/AcceptNowService.ts,121,21,5
src/modules/accept-now-deprecated/composition/useAcceptNow.spec.ts,121,16,2
src/modules/marketplace/components/MarketplaceSavedLanes.vue,120,120,13
src/modules/orders/components/order-details/order-content/order-mobile/OrderBidBlock.vue,120,121,5
src/modules/orders/components/order-details/order-content/order-load-details/order-map/OrderDetailsMapFixedHeight.vue,120,120,3
src/sentry.ts,120,60,3
src/common/components/BackButton.spec.ts,120,120,2
src/modules/filters/components/filter-details/FilterDetails.vue,120,0,1
src/common/filter/ResetInputButton.vue,119,297,8
src/modules/filters/components/filter-add/FilterActions.vue,119,21,4
src/modules/transport-offers/services/CharteringLoadService.ts,119,37,5
src/modules/bids/services/BiddingSpotOrderService.spec.ts,119,119,5
src/modules/marketplace/components/orders/useRecommendedLoads.spec.ts,119,119,3
src/modules/assignments/types/serviceTypes.ts,119,251,12
src/common/base/compositions/notifications/usePushNotification.spec.ts,118,118,3
src/modules/filters/components/common/VehicleTypesFilter.spec.ts,118,1,2
src/modules/bids/app/bidding-block/bid-form/useBidForm.ts,117,191,12
src/events/EventBus.ts,117,7,6
src/modules/filters/components/filter-list/FilterList.vue,117,32,4
src/modules/marketplace/segmentEvents.ts,117,147,17
src/modules/orders/components/order-details/order-header/LoadBundlesTabs.vue,117,117,4
src/common/components/OrderDistance.vue,116,26,6
src/filters/ui/useFilters.ts,116,0,1
src/modules/marketplace/events/MarketplaceEventConsumer.spec.ts,116,81,2
src/modules/marketplace/components/Banner.vue,116,116,12
src/modules/bids/models/mocks/BidActions.ts,116,185,13
src/modules/filters/services/SavedLaneService.ts,116,84,8
src/modules/filters/components/filter-bar/__tests__/MarketplaceListStatusBar.spec.ts,116,174,5
src/modules/orders/store/actions.ts,116,35,10
src/modules/orders/components/order-details/order-content/order-load-details/order-route-details/OrderDetailsStops.vue,115,40,5
src/modules/bids/app/bid-details/bid-input/change-bid-condition/OrderChangeBidCondition.vue,115,115,6
src/modules/bids/app/bidding-block/bidding-statuses/BiddingStatuses.vue,115,206,4
src/modules/bids/app/OrderBidBlock.vue,115,115,4
src/filters/repositories/FilterRepository.ts,115,115,5
src/modules/orders/components/order-details/order-content/order-bids/CTAButtons.vue,115,115,3
src/modules/filters/store/getters.ts,115,40,8
src/modules/tender/components/tender-details/tender-content/__tests__/TenderRoute.spec.ts,114,20,6
src/modules/filters/components/SavedLanesNoResults.spec.ts,114,38,4
src/marketplace/Marketplace sequence and interaction between components.md ,113,0,1
src/modules/orders/classes/OrderDetailsView.ts,113,113,8
src/modules/filters/components/SavedLanes.vue,113,113,12
src/modules/tender/components/tender-list/TendersNoResults.vue,113,113,13
src/modules/next-load-suggestions-deprecated/app/order-next-suggestions/NextLoadSuggestionRow.vue,113,1,2
src/modules/orders/components/order-details/order-content/order-bids/OrderChangeBidCondition.vue,113,113,3
src/store/index.ts,113,62,24
src/modules/assignments/components/assignmentDetailsDialog/OrderDetailsLoadContent.vue,113,315,7
src/modules/savedLanes/components/SavedLaneDetails.vue,113,113,3
src/modules/orders/components/common/OrderRoute.vue,112,34,8
src/modules/assignments/services/__tests__/MothershipAssignmentService.spec.ts,112,304,6
src/modules/orders/services/__tests__/BiddingSpotOrderService.spec.ts,111,111,4
src/modules/assignments/components/orders/OrderRouteTableCells.vue,111,293,7
src/common/base/orcas.ts,110,110,19
src/modules/bids-deprecated/app/bidding-block/awaiting-matching-confirmation-state/AwaitingMatchingConfirmationState.vue,110,0,2
src/modules/orders/components/order-details/order-content/order-load-details/__tests__/OrderDetailsSectionHeadline.spec.ts,110,56,6
src/modules/bids-deprecated/store/index.ts,110,0,2
src/common/components/load-stops-list/RouteNotes.vue,109,4,3
src/event/EventBus.spec.ts,109,109,3
src/modules/marketplace/components/orders/MarketplaceTable.vue,109,46,13
src/common/compositions/useTotalDistance.spec.ts,109,0,1
src/filters/services/FilterRepository.ts,108,16,2
src/modules/tender/components/tender-details/tender-content/tender-load-details/TenderLoadDetails.vue,108,16,4
tsconfig.json,108,46,13
src/common/services/errors/__tests__/GenericServiceErrors.spec.ts,108,108,8
src/orchestrated/languages.ts,108,43,9
src/common/filter/__tests__/AddressTypeAhead.spec.ts,108,236,8
src/common/base/mixins/dataPolling.ts,108,43,3
src/modules/filters/components/common/DropdownFilter.vue,108,108,8
src/modules/assignments/types/storeTypes.ts,108,252,8
src/modules/bids/app/confirm-bid-dialog/ConfirmBidDialog.vue,107,107,4
src/modules/tender/components/tender-details/tender-content/tender-load-details/__tests__/TenderLoadDetails.spec.ts,107,18,4
src/modules/orders/components/order-details/order-header/Tooltip.vue,107,107,4
src/modules/accept-now-deprecated/app/accept-now-action/AcceptNowAction.vue,107,22,6
src/experiments/time-auction/components/TimeAuction.vue,107,25,3
src/modules/bids/app/bid-details/OrderBidBlock.vue,106,106,3
src/experiments/accept-now/components/NumberOfBids.spec.ts,105,105,3
src/modules/assignments/http/RestService.ts,105,315,4
src/modules/tender/components/tender-list/TendersNoResults.spec.ts,105,105,4
src/modules/filters/components/filter-add/DateRangePicker.spec.ts,104,1,2
src/modules/assignments/components/orders/__tests__/OrderRouteTableCells.spec.ts,104,288,5
src/modules/marketplace/components/orders/__tests__/MarketplaceTable.spec.ts,104,31,12
src/modules/orders/components/order-details/order-next-suggestions/NextLoadSuggestionRow.vue,104,104,5
src/modules/assignments/components/orders/OrderRouteDropoff.vue,103,293,5
src/common/components/RouteBackToButton.vue,103,6,2
src/modules/bids/services/BiddingCharteringService.ts,103,26,4
src/modules/bids/app/bidding-block-actions/BiddingBlockActions.vue,103,184,5
src/modules/bids/models/BidActions.ts,102,156,16
src/modules/tender/services/BiddingTenderService.ts,102,69,14
src/modules/orders/classes/__tests__/OrderDetailsView.spec.ts,101,101,6
src/modules/next-load-suggestions/composition/useNextLoadSuggestions.spec.ts,101,105,8
src/modules/bids/app/bidding-block/cta-buttons/CTAButtons.vue,101,101,2
src/modules/tender/services/TenderService.spec.ts,100,0,2
src/modules/tender/components/tender-list/tender-table-row/TenderTableCellYourBids.vue,100,42,8
src/modules/filters/components/filter-details/FilterDetails.spec.ts,100,1,2
src/modules/assignments/components/assignmentDetailsDialog/__tests__/AssignmentDetailsView.spec.ts,100,242,8
src/modules/filters/models/Filter.ts,99,10,4
src/modules/orders/components/order-details/order-content/order-load-details/order-map/__tests__/OrderDetailsMap.spec.ts,99,15,10
src/modules/notifications/compositions/usePushNotification.spec.ts,99,0,1
src/modules/bids/store/mutations.ts,99,140,8
src/modules/marketplace/components/orders/MarketplaceZeroResultsRecommendations.vue,99,51,13
src/modules/bids/services/BiddingCarrierService.ts,99,20,5
src/modules/bids/app/last-bid/LastBid.vue,99,99,4
src/modules/assignments/components/orders/__tests__/OrderRequirementsTableCell.spec.ts,98,268,5
src/modules/next-load-suggestions-deprecated/composition/useNextLoadSuggestions.ts,98,11,4
src/modules/assignments/http/__tests__/GenericService.spec.ts,98,294,4
src/modules/bids-deprecated/services/errors/BiddingServiceErrors.spec.ts,98,0,2
src/common/compositions/useSmartBanner.spec.ts,98,0,1
src/modules/assignments/components/orders/OrderRoutePickup.vue,97,283,5
src/modules/filters/services/SavedLaneOrderService.spec.ts,97,97,2
src/orchestrated/segment.ts,96,22,6
src/modules/assignments/classes/__tests__/OrderAssignmentsResponse.spec.ts,96,242,9
src/modules/bids-deprecated/app/bidding-block/accepted-state/AcceptedState.vue,96,0,2
mkdocs.yaml,96,32,4
src/orchestrated/router.ts,95,22,6
src/modules/marketplace/classes/BidCondition.ts,95,95,2
src/modules/orders/components/order-details/order-next-suggestions/AlertModal.vue,94,94,3
src/modules/tender/base/dependencies.ts,94,70,18
src/modules/orders/components/order-details/order-content/order-load-details/OrderDetailsSectionHeadline.vue,93,47,6
src/modules/savedLanes/components/common/DropdownFilter.vue,93,93,2
src/orchestrated/tenants.ts,93,81,9
src/modules/bids/composition/useLowestBidPrice.spec.ts,93,133,7
src/common/http/casing.ts,93,0,3
src/modules/tender/components/tender-list/TendersTable.spec.ts,93,22,5
src/modules/orders/components/order-details/order-content/order-load-details/order-route-details/__tests__/OrderDetailsStops.spec.ts,93,36,9
jest.config.js,93,54,13
src/modules/bids/app/bid-table-cell/status/useBidStatus.spec.ts,93,172,5
src/modules/filters/components/SavedLanesNoResults.vue,92,98,7
src/modules/next-load-suggestions/app/order-next-suggestions/AlertModal.vue,92,92,2
src/modules/filters/filter-add/DropdownFilter.vue,92,92,2
src/modules/next-load-suggestions-deprecated/app/order-next-suggestions/AlertModal.vue,92,0,1
src/modules/filters/filter-add/Sorting.vue,92,92,2
src/modules/filters/services/SavedLaneClient.ts,91,64,13
src/modules/marketplace/components/orders/OrderActionsButtonTableCell.vue,91,91,8
src/modules/marketplace/events/MarketplaceEvents.ts,91,51,3
src/modules/accept-now-deprecated/events/AcceptNowEvents.ts,91,6,2
src/modules/assignments/services/MothershipAssignmentService.ts,90,238,9
src/modules/filters/components/filter-list/__tests__/SavedLaneList.spec.ts,90,240,9
src/modules/filters/components/filter-details/FilterMenus.vue,90,27,2
src/modules/orders/models/mocks/Order.ts,89,32,19
src/modules/marketplace/models/mocks/ZeroResultsRecommendedOrders.ts,89,113,15
src/modules/tender/classes/tender-details/ContractInfo.ts,89,27,6
src/modules/filters/store/index.ts,88,41,6
src/modules/accept-now-deprecated/events/AcceptNowEventConsumer.ts,88,4,2
src/modules/readme.md,88,0,2
src/modules/filters/store/getters.spec.ts,88,0,1
src/modules/filters/components/filter-bar/__tests__/BundleOptionsFilterDropdown.spec.ts,88,88,4
src/modules/bids/app/bid-details/last-bid/LastBid.vue,88,88,6
src/modules/bids/services/errors/BiddingServiceErrors.spec.ts,88,111,8
src/bootstrap-local-config.ts,88,88,2
src/logger.ts,87,87,3
src/modules/filters/components/filter-edit/FilterEditDialog.spec.ts,87,1,2
src/modules/tender/components/tender-list/TenderList.vue,87,11,5
src/filters/application/use-cases/FilterLocationSearchUseCase.spec.ts,87,21,4
src/modules/next-load-suggestions/app/order-next-suggestions/OrderRouteTableCells.vue,87,87,3
src/modules/bids/app/bidding-block/bidding-statuses/bid-status/BidStatus.vue,86,171,4
src/modules/marketplace/components/orders/OrderRouteTableCells.vue,86,26,8
src/modules/filters/components/filter-list/SavedLaneList.vue,86,86,5
src/modules/tender/components/tender-details/tender-content/TenderBid.vue,86,22,7
src/modules/filters/components/filter-list/SavedLaneWithOrders.vue,85,87,9
src/modules/orders/services/CarrierOrderService.ts,85,9,5
src/modules/filters/filter-add/MarketplaceListStatusBar.vue,85,85,2
src/modules/assignments/components/orders/__tests__/ContactTableCell.spec.ts,84,246,6
src/modules/savedLanes/components/__tests__/MarketplaceSavedLanes.spec.ts,84,84,3
src/modules/tender/components/tender-details/tender-content/tender-load-details/__tests__/TenderRequirements.spec.ts,84,12,6
src/common/mocks/loadBundlesMock.ts,84,84,5
src/modules/filters/filter-add/ResetInputButton.vue,84,84,2
src/modules/bids/app/bidding-block/useBiddingStatuses.spec.ts,84,84,2
src/modules/assignments/components/assignmentDetailsDialog/__tests__/OrderDetailsLoadContent.spec.ts,84,238,8
src/modules/bids-deprecated/services/BiddingLegacyOrderService.ts,83,6,3
src/modules/filters/components/filter-bar/BundleOptionsFilterDropdown.vue,83,83,5
src/modules/bids/services/BiddingSpotOrderService.ts,83,83,6
src/modules/bids-deprecated/composition/useBidActions.ts,83,6,3
src/modules/tender/components/tender-details/tender-content/TenderRoute.vue,83,7,3
src/modules/accept-now/services/AcceptNowService.ts,83,83,10
src/modules/bids/app/bidding-block/confirm-bid-dialog/ConfirmBidDialog.vue,83,151,9
src/modules/next-load-suggestions/composition/useNextLoadSuggestions.ts,83,83,9
src/modules/savedLanes/components/SavedLaneList.vue,82,82,3
src/modules/bids-deprecated/app/bidding-block/useBidInAwaitingMatchingConfirmationState.ts,82,0,2
src/modules/bids-deprecated/store/mutations.ts,82,0,2
src/modules/orders/components/order-details/order-content/order-bids/LastBid.vue,82,82,3
src/modules/accept-now/tracking/AcceptNowEventConsumer.ts,82,120,9
src/common/components/TableNoResults.vue,82,6,3
src/modules/bids/app/bidding-block/bidding-statuses/bid-status/BiddingStatus.spec.ts,82,164,3
src/modules/orders/services/BiddingSpotOrderService.ts,82,82,4
src/common/components/BackButton.vue,81,81,8
src/modules/bids/composition/useAvailableBidActions.ts,81,134,7
src/modules/tender/services/BiddingTenderService.spec.ts,81,24,5
src/modules/filters/components/filter-list/FiltersCarousel.spec.ts,81,1,2
src/modules/bids-deprecated/composition/useLowestBidPrice.spec.ts,81,1,3
src/common/components/load-stops-list/RouteStep.vue,80,2,2
src/modules/accept-now/tracking/AcceptNowEvents.ts,80,90,8
src/modules/orders/components/order-details/order-next-suggestions/OrderRouteTableCells.vue,80,80,4
src/modules/savedLanes/services/SavedLaneOrderService.ts,79,79,3
src/events/mocks/TestEvent.ts,79,9,4
src/modules/design/components/FloatingBlockOnScroll.vue,79,2,2
src/common/components/FuelSurcharge.vue,78,78,10
src/modules/filters/services/FilterService.ts,78,0,1
src/experiments/accept-now/components/NumberOfBids.vue,78,78,2
src/modules/assignments/components/assignmentDetailsDialog/OrderDetailsLoadSection.vue,78,220,6
src/modules/bids-deprecated/app/bidding-block/cancel-bid-dialog/CancelBidDialog.spec.ts,78,0,1
src/modules/tender/components/tender-list/tender-table-row/TenderTableRow.vue,78,3,2
src/marketplace/domain/services/SearchRepository.ts,77,0,1
src/modules/filters/filter-add/BundleOptionsFilterDropdown.vue,77,77,2
src/filters/application/use-cases/FilterLocationSearchUseCase.ts,77,34,5
src/modules/bids/app/bid-details/confirm-bid-dialog/ConfirmBidDialog.vue,77,77,7
src/filters/application/use-cases/FilterByDropOffLocationUseCase.ts,77,55,8
src/filters/application/use-cases/FilterByVehicleTypeUseCase.ts,77,50,8
src/domain/services/SearchRepository.ts,77,77,2
src/modules/marketplace/components/orders/complementary-loads/ComplementaryLoads.spec.ts,77,1,2
src/filters/application/ports.ts,77,31,9
src/modules/filters/models/enums.ts,77,5,5
src/modules/marketplace/components/orders/__tests__/OrderPalletExchangeTableCell.spec.ts,76,2,3
src/modules/orders/components/order-details/order-header/OrderDetailsPagination.spec.ts,76,1,3
src/modules/tender/components/tender-details/Loader.vue,76,3,3
src/filters/application/use-cases/FilterByPickupLocationUseCase.ts,76,55,8
src/modules/accept-now-deprecated/models/mocks/accept-now-mock.ts,76,13,5
src/modules/bids-deprecated/app/bidding-block/bidding-statuses/useBiddingStatus.ts,76,0,2
src/store/types.ts,76,36,22
src/modules/orders/types/serviceTypes.ts,76,69,13
src/modules/accept-now/app/accept-now-action/AcceptNowAction.vue,76,76,8
src/modules/bids/app/bid-table-cell/status/useBidStatus.ts,75,141,6
src/modules/bids-deprecated/app/bidding-block/accepted-state/AcceptedState.spec.ts,75,1,3
src/modules/bids-deprecated/app/bidding-block/awaiting-matching-confirmation-state/AwaitingMatchingConfirmationState.spec.ts,75,1,3
src/modules/orders/components/common/__tests__/RouteAddress.spec.ts,75,1,3
src/modules/orders/base/__tests__/helpers.spec.ts,75,65,7
src/modules/tender/components/tender-list/__tests__/TendersTable.spec.ts,75,75,6
src/modules/orders/classes/SpotBid.ts,74,74,4
src/modules/tender/components/tender-list/tender-table-row/TenderTableCellOriginDestination.vue,74,3,2
src/modules/savedLanes/components/SavedLaneWithOrders.vue,74,74,3
src/modules/bids/store/mutations.spec.ts,74,102,6
src/modules/savedLanes/components/common/RadiusFilter.vue,74,74,2
src/modules/savedLanes/mocks/savedLanes.ts,73,73,3
src/modules/orders/components/order-details/order-content/order-bids/ConfirmBidDialog.vue,73,69,5
src/modules/savedLanes/components/__tests__/SavedLane.spec.ts,73,73,2
src/modules/assignments/components/orders/OrderRequirements.vue,73,209,5
src/styles/fonts.scss,72,0,1
src/modules/marketplace/components/orders/OrderBundleTableCell.vue,72,72,5
src/modules/filters/components/common/RadiusAddressWrapper.spec.ts,72,24,4
.editorconfig,72,0,2
src/modules/assignments/http/errors/__tests__/GenericServiceErrors.spec.ts,71,211,5
src/modules/savedLanes/components/MarketplaceSavedLanes.vue,71,71,2
src/modules/design/components/Loader.vue,71,0,1
src/modules/design/components/Accordion.vue,71,8,3
src/modules/filters/filter-add/RadiusFilter.vue,71,71,2
src/modules/tender/components/tender-details/tender-content/tender-load-details/__tests__/TenderSpecifications.spec.ts,71,5,4
src/common/components/load-stops-list/RouteStep copy.vue,71,71,2
src/modules/marketplace/components/orders/MarketplaceTableTitles.vue,71,20,7
src/modules/orders/classes/__tests__/DayDifferenceExact.spec.ts,71,0,1
src/modules/filters/services/FilterService.spec.ts,71,0,1
src/architecture-vision/UseCases/PlaceBidUse.ts,71,4,2
src/modules/filters/components/filter-add/DateRangePicker.vue,71,0,2
src/common/services/MothershipService.ts,70,70,2
src/experiments/accept-now/useAcceptNowExperiment.ts,70,70,6
src/store/actions.ts,70,34,13
src/modules/accept-now-deprecated/app/useAcceptNowConfirm.ts,70,0,1
src/modules/orders/components/order-details/order-content/order-load-details/order-route-details/LoadStopsList.vue,70,70,3
src/modules/marketplace/components/Marketplace.spec.ts,69,6,3
src/store/mutations.ts,69,37,11
src/modules/filters/types/interfaces.ts,68,175,10
src/modules/assignments/components/AssignmentsActionButtons.vue,68,190,6
src/modules/filters/components/common/__tests__/DropdownFilter.spec.ts,68,192,5
src/modules/bids/app/bidding-block/useCancelBidDialog.ts,68,97,9
src/common/components/TableCell.vue,68,68,3
src/modules/marketplace/events/MarketplaceEventConsumer.ts,68,40,3
src/modules/bids/store/index.ts,67,122,11
src/modules/tender/classes/tender-details/__tests__/LoadRequirement.spec.ts,67,6,5
src/modules/bids/app/bid-input/BidInputWithCondition.spec.ts,67,67,4
src/modules/savedLanes/components/SavedLanesNoResults.vue,67,67,2
src/modules/orders/classes/SingleStop.ts,67,14,3
src/modules/tender/classes/tender-details/RouteLocationList.ts,66,15,4
src/common/services/BiddingService.ts,66,66,2
src/modules/savedLanes/components/common/__tests__/DropdownFilter.spec.ts,66,66,2
src/modules/assignments/components/table/TableCell.vue,66,66,2
src/modules/orders/classes/RegularBid.ts,66,66,3
src/modules/tender/components/tender-list/tender-table-row/TenderTableCellBidClosing.vue,66,11,4
src/common/components/table-plankton/TableCell.vue,66,66,2
src/global-setup.ts,66,0,1
src/modules/orders/components/order-details/order-content/order-bids/__tests__/UpdateBidWrapper.ts,65,65,2
src/modules/orders/components/order-details/order-content/order-load-details/order-description/OrderDetailsLoadSection.vue,65,6,3
src/tracking/helpers.spec.ts,65,16,7
src/modules/accept-now/composition/useAcceptNowNotification.ts,64,64,4
src/modules/orders/components/order-details/order-next-suggestions/__tests__/AlertModal.spec.ts,64,64,3
src/modules/bids-deprecated/app/bidding-block/useCancelBidDialog.ts,64,0,2
src/modules/design/components/Accordion.spec.ts,64,2,3
src/experiments/price-guidance/components/PriceGuidanceBanner.spec.ts,63,6,5
src/modules/bids/app/bid-details/bid-input/BidInputWithCondition.spec.ts,63,63,3
src/modules/assignments/common/__tests__/Table.spec.ts,63,193,6
src/event/EventBus.ts,63,63,4
src/modules/bids/app/bidding-block/bid-input/BidInputWithCondition.spec.ts,62,62,2
src/common/classes/MarketplaceTab.ts,62,42,7
src/modules/filters/store/mutation.spec.ts,62,0,1
src/common/components/table/__tests__/Table.spec.ts,62,3,2
src/auth.ts,62,40,5
src/modules/next-load-suggestions-deprecated/app/order-next-suggestions/__tests__/AlertModal.spec.ts,62,1,2
src/modules/next-load-suggestions-deprecated/app/order-next-suggestions/OrderRouteTableCells.vue,62,1,2
src/modules/marketplace/components/orders/__tests__/OrderRouteTableCells.spec.ts,62,5,5
src/modules/marketplace/components/table/__tests__/Table.spec.ts,62,3,2
src/modules/assignments/components/__tests__/ValidityCounter.spec.ts,62,62,2
src/modules/marketplace/components/orders/useRecommendedLoads.ts,62,62,3
src/modules/assignments/components/ValidityCounter.spec.ts,62,186,4
src/modules/bids-deprecated/models/mocks/ResponseWrapper.ts,62,0,2
src/modules/assignments/classes/__tests__/OrderAssignment.spec.ts,62,158,5
src/common/components/load-stops-list/TimezoneAcronym.vue,61,0,1
src/modules/next-load-suggestions/app/order-next-suggestions/__tests__/AlertModal.spec.ts,61,61,2
src/orchestrated/sentry.ts,61,61,3
src/common/components/load-stops-list/__tests__/RouteNotes.spec.ts,60,2,3
src/modules/assignments/classes/OrderAssignmentsResponse.ts,60,160,8
src/modules/accept-now/models/accept-now.ts,60,59,17
src/modules/assignments/components/assignmentDetailsDialog/OrderDetailsSectionHeadline.vue,59,159,5
src/modules/filters/components/common/VehicleTypesFilter.vue,59,1,2
src/modules/tender/components/tender-details/TenderError.vue,59,5,4
src/common/services/mocks/ServiceHelpers.ts,59,59,3
src/modules/tender/store/mutations.ts,59,19,4
src/modules/bids/tracking/BidEventTracker.ts,58,58,2
src/modules/bids/events/BidRepository.ts,58,58,4
src/common/components/table/TableRow.vue,58,2,2
src/modules/orders/tracking/OrderDetailsEvents.ts,58,115,4
src/modules/orders/store/mutations.ts,58,10,5
src/modules/bids-deprecated/events/BidRepository.ts,58,0,2
src/modules/tender/classes/tender-details/LoadRequirement.ts,58,0,1
src/modules/orders/components/order-details/order-content/order-load-details/order-route-details/__tests__/RouteNotes.spec.ts,58,58,2
src/modules/tender/components/tender-details/tender-content/__tests__/TenderBid.spec.ts,58,13,5
src/modules/orders/components/order-details/order-content/order-load-details/order-route-details/__tests__/loadStopsList.spec.ts,57,57,6
src/modules/savedLanes/types/serviceTypes.ts,57,57,3
src/modules/assignments/components/orders/OrderId.vue,57,149,6
.gitignore,57,17,10
src/modules/filters/components/filter-list/FilterCard.vue,57,57,3
src/modules/marketplace/store/index.ts,57,22,21
src/modules/tender/components/tender-details/tender-header/__tests__/BackButton.spec.ts,57,57,3
src/modules/filters/types/serviceTypes.ts,57,126,7
src/modules/tender/components/tender-details/tender-content/__tests__/TenderMap.spec.ts,57,14,5
src/modules/accept-now-deprecated/composition/useAcceptNow.ts,56,8,2
integration-tests/readme.md,56,19,5
src/modules/bids-deprecated/store/mutations.spec.ts,56,0,2
src/modules/filters/components/filter-bar/useSorting.ts,56,56,7
src/modules/bids/app/bidding-block/awaiting-matching-confirmation-state/AwaitingMatchingConfirmationState.vue,56,111,4
src/modules/bids/composition/useBidActions.ts,56,93,6
