entity,fractal-value,total-revs
src/modules/orders/components/order-details/order-next-suggestions/NextLoadSuggestions.vue,0.58,10
src/common/http/errors/GenericServiceErrors.spec.ts,0.58,10
src/modules/orders/store/actions.ts,0.58,10
src/common/filter/__tests__/Status.spec.ts,0.58,10
src/modules/filters/components/filter-details/__tests__/SavedLaneDetails.spec.ts,0.57,12
src/modules/marketplace/constants.ts,0.57,9
src/modules/filters/components/filter-list/__tests__/SavedLaneList.spec.ts,0.57,9
src/modules/assignments/components/orders/ContactTableCell.vue,0.57,9
src/common/components/__tests__/TransportRequestStatusTableCell.spec.ts,0.57,7
src/common/classes/MarketplaceTab.ts,0.57,7
src/common/mocks/sharedData.ts,0.57,7
src/modules/accept-now/app/accept-now-action/AcceptNowAction.spec.ts,0.57,7
src/modules/tender/store/actions.ts,0.57,7
src/modules/bids/app/cancel-bid-dialog/CancelBidDialog.vue,0.57,7
src/common/filter/TypeAheadField.vue,0.57,7
src/modules/bids/app/bid-table-cell/status/OrderListBidStatus.spec.ts,0.57,7
src/common/types/constants.ts,0.57,7
src/modules/assignments/components/orders/__tests__/VehicleTypes.spec.ts,0.57,7
src/modules/orders/services/__tests__/MarketplaceOrderService.spec.ts,0.57,7
src/tracking/helpers.spec.ts,0.57,7
src/common/services/interfaces/IGenericService.ts,0.57,7
src/common/base/mocks.ts,0.56,28
src/modules/marketplace/helpers.ts,0.56,16
src/modules/orders/base/helpers.ts,0.56,14
tsconfig.json,0.56,13
src/modules/marketplace/components/orders/MarketplaceTable.vue,0.56,13
src/modules/bids/services/IBiddingService.ts,0.56,10
src/modules/filters/components/common/__tests__/RadiusAddressWrapper.spec.ts,0.56,5
src/orchestrated/index.ts,0.56,5
src/modules/filters/components/filter-details/FilterComponent.spec.ts,0.56,5
src/modules/accept-now/composition/useAcceptNow.ts,0.56,5
src/modules/orders/components/order-details/order-content/order-load-details/order-route-details/OrderDetailsStops.vue,0.56,5
src/modules/bids/services/mocks/BiddingService.ts,0.56,5
src/modules/orders/types/enums.ts,0.56,5
src/modules/filters/components/filter-bar/BundleOptionsFilterDropdown.vue,0.56,5
integration-tests/readme.md,0.56,5
src/modules/marketplace/components/orders/OrderBundleTableCell.vue,0.56,5
src/modules/filters/components/common/__tests__/DropdownFilter.spec.ts,0.56,5
src/modules/bids/widgets/AcceptNowConfirmDialog.vue,0.56,5
src/modules/filters/components/common/__tests__/RadiusFilter.spec.ts,0.56,5
src/auth.ts,0.56,5
src/common/components/load-stops-list/StopAccordion.vue,0.56,5
src/common/components/load-stops-list/ShowLess.vue,0.56,5
src/modules/orders/store/mutations.ts,0.56,5
src/common/services/interfaces/IGetService.ts,0.56,5
src/modules/accept-now-deprecated/services/AcceptNowService.ts,0.56,5
src/modules/orders/components/order-details/order-next-suggestions/NextLoadSuggestionRow.vue,0.56,5
src/routes.spec.ts,0.56,5
src/modules/next-load-suggestions/app/order-next-suggestions/NextLoadSuggestions.vue,0.56,5
src/modules/accept-now-deprecated/models/accept-now.ts,0.56,5
src/modules/tender/components/tender-details/tender-content/tender-bids/__tests__/TenderPriceBidInput.spec.ts,0.56,5
src/modules/filters/components/__tests__/SavedLanesNoResults.spec.ts,0.56,5
src/modules/tender/components/tender-details/tender-content/__tests__/TenderMap.spec.ts,0.56,5
src/modules/assignments/classes/__tests__/OrderAssignment.spec.ts,0.56,5
src/modules/filters/components/filter-bar/MarketplaceListStatusBar.vue,0.55,22
src/modules/marketplace/segmentEvents.ts,0.55,17
src/App.vue,0.54,46
src/store/types.ts,0.54,22
src/modules/tender/types/interfaces.ts,0.54,14
src/modules/assignments/store/__tests__/actions.spec.ts,0.54,14
src/modules/bids/app/bid-table-cell/OrderListBid.spec.ts,0.54,13
src/modules/orders/store/getters.ts,0.54,12
src/modules/orders/components/order-details/order-content/order-bids/__tests__/PlaceBid.spec.ts,0.54,10
src/modules/orders/components/order-details/order-content/order-load-details/order-route-details/VerticalStepper.vue,0.54,10
src/modules/bids/store/mocks/getters.ts,0.53,8
src/modules/bids/models/index.ts,0.53,8
src/modules/bids/services/errors/BiddingServiceErrors.spec.ts,0.53,8
src/modules/orders/classes/OrderDetailsView.ts,0.53,8
src/modules/marketplace/store/actions-types.ts,0.53,8
src/modules/filters/base/helpers.ts,0.53,8
src/modules/filters/store/getters.ts,0.53,8
src/modules/orders/services/MarketplaceOrderService.spec.ts,0.52,15
src/modules/marketplace/components/orders/__tests__/MarketplaceTable.spec.ts,0.51,12
src/modules/filters/base/dependencies.ts,0.51,12
src/store/mutations.ts,0.51,11
src/modules/filters/components/common/RadiusFilter.vue,0.51,11
src/modules/marketplace/models/mocks/ZeroResultsRecommendedOrders.ts,0.5,15
src/modules/marketplace/components/orders/useZeroResultsRecommendedOrdersHook.spec.ts,0.5,15
src/modules/orders/services/transformers/chartering-transformers.ts,0.5,12
src/modules/orders/services/transformers/marketplace-transformers.ts,0.5,10
src/modules/filters/mocks/savedLanes.mock.ts,0.5,8
src/modules/filters/models/mocks/Filter.ts,0.5,8
src/modules/orders/components/order-details/order-content/order-load-details/OrderDetailsSectionHeadline.vue,0.5,6
src/modules/assignments/components/AssignmentsTableTitles.vue,0.5,6
src/modules/orders/components/order-details/order-content/order-load-details/order-route-details/__tests__/loadStopsList.spec.ts,0.5,6
src/modules/filters/mocks/savedLanes.ts,0.5,6
src/modules/orders/classes/__tests__/OrderDetailsView.spec.ts,0.5,6
src/orchestrated/error-handler.ts,0.5,6
src/modules/assignments/components/orders/OrderSpecificationsTableCell.vue,0.5,6
src/common/segmentEvents.ts,0.5,6
src/orchestrated/router.ts,0.5,6
src/orchestrated/segment.ts,0.5,6
src/modules/orders/components/order-details/order-content/order-load-details/__tests__/OrderDetailsSectionHeadline.spec.ts,0.5,6
src/modules/assignments/services/__tests__/CarrierAssignmentService.spec.ts,0.5,6
src/modules/orders/components/order-details/order-content/order-bids/__tests__/OrderBid.spec.ts,0.5,6
src/modules/assignments/classes/OrderAssignment.ts,0.5,6
src/modules/assignments/components/orders/OrderIdTableCell.vue,0.5,6
src/modules/next-load-suggestions/app/order-next-suggestions/NextLoadSuggestionRow.vue,0.5,6
src/modules/assignments/components/orders/OrderRequirementsTableCell.vue,0.5,6
src/assets/weight-hanging-solid.svg,0.5,4
src/common/types/userPermissions.ts,0.5,4
src/modules/assignments/http/interfaces/IRestService.ts,0.5,4
src/modules/orders/components/order-details/order-footer/__tests__/OrderDetailsFloatingBlock.spec.ts,0.5,4
src/modules/bids/events/BidRepository.ts,0.5,4
src/common/filter/__tests__/DateRangePicker.spec.ts,0.5,4
src/modules/bids/events/mocks/BidRepository.ts,0.5,4
src/modules/bids/app/bid-input/change-bid-condition/OrderChangeBidCondition.vue,0.5,4
src/modules/assignments/common/TableTitlesWrapper.vue,0.5,4
src/modules/assignments/mocks/multiStop.ts,0.5,4
src/modules/assignments/http/interfaces/IGenericService.ts,0.5,4
src/modules/bids/models/mocks/index.ts,0.5,4
src/modules/accept-now/segmentEvents.ts,0.5,4
src/modules/assignments/http/RestService.ts,0.5,4
src/modules/bids/app/bidding-block/accepted-state/AcceptedState.vue,0.5,4
src/modules/bids/app/cta-buttons/CTAButtons.vue,0.5,4
src/modules/assignments/http/custom-errors.ts,0.5,4
src/modules/bids/app/confirm-bid-dialog/ConfirmBidDialog.vue,0.5,4
src/modules/bids/app/bid-input/BidInputWithCondition.spec.ts,0.5,4
src/modules/assignments/http/__tests__/GenericService.spec.ts,0.5,4
src/modules/bids/events/mocks/index.ts,0.5,4
src/modules/filters/components/common/RadiusAddressWrapper.spec.ts,0.5,4
src/modules/bids/app/bidding-block/useBidInAwaitingMatchingConfirmationState.ts,0.5,4
src/modules/filters/models/Filter.ts,0.5,4
src/common/base/helpers.spec.ts,0.5,4
src/modules/design/index.ts,0.5,4
src/modules/assignments/components/assignmentDetailsDialog/OrderDetailsDialogHeadline.vue,0.5,4
src/modules/filters/types/interface.ts,0.5,4
src/modules/assignments/common/Table.vue,0.5,4
src/assets/roundtrip.svg,0.5,4
src/modules/assignments/http/helpers.ts,0.5,4
src/modules/bids/app/bidding-block/bidding-statuses/bid-status/BidStatus.vue,0.5,4
src/modules/bids/app/floating-block/OrderDetailsFloatingBlock.spec.ts,0.5,4
src/modules/assignments/http/GenericService.ts,0.5,4
src/modules/assignments/components/orders/__tests__/OrderSpecificationsTableCell.spec.ts,0.5,4
src/modules/assignments/base/casing.ts,0.5,4
src/modules/orders/components/order-details/order-content/order-bids/UpdateBid.vue,0.5,4
src/modules/assignments/http/enums/apiErrors.ts,0.5,4
src/modules/assignments/components/orders/LoadWeightSpecification.vue,0.5,4
src/modules/assignments/http/interfaces/IRestHeader.ts,0.5,4
src/modules/assignments/http/__tests__/helpers.spec.ts,0.5,4
src/modules/bids/app/index.ts,0.5,4
src/modules/orders/components/order-details/order-content/order-bids/__tests__/UpdateBid.spec.ts,0.5,4
src/modules/assignments/http/interfaces/IGetService.ts,0.5,4
src/modules/filters/components/filter-add/DsfDateRangePicker.spec.ts,0.5,4
src/modules/assignments/http/errors/ErrorService.ts,0.5,4
src/modules/filters/components/filter-add/DsfDateRangePicker.vue,0.5,4
src/modules/assignments/mocks/sennderContact.mock.ts,0.5,4
src/modules/assignments/http/mocks/ServiceHelpers.ts,0.5,4
src/modules/assignments/base/segmentEvents.ts,0.5,4
src/modules/orders/components/order-details/order-content/order-bids/__tests__/OrderChangeBidCondition.spec.ts,0.5,4
src/modules/bids/app/last-bid/LastBid.vue,0.5,4
src/modules/orders/components/order-details/order-content/order-bids/__tests__/BidInputWithCondition.spec.ts,0.5,4
src/modules/tender/classes/tender-details/Capacity.ts,0.5,2
src/modules/assignments/components/table/TableRow.vue,0.5,2
src/modules/marketplace/components/MarketplaceAllLoads.spec.ts,0.5,2
src/common/services/errors/ErrorService.ts,0.5,2
src/common/services/MothershipService.ts,0.5,2
src/modules/accept-now/events/AcceptNowRepository.spec.ts,0.5,2
src/modules/accept-now/events/AcceptNowRepository.ts,0.5,2
src/modules/accept-now/services/mocks/AcceptNowService.ts,0.5,2
src/modules/filters/components/filter-bar/RefreshOrders.spec.ts,0.5,2
src/common/config/links.js,0.5,2
src/modules/accept-now-deprecated/composition/useAcceptNow.ts,0.5,2
.prettierrc,0.5,2
src/modules/accept-now-deprecated/events/AcceptNowEventConsumer.ts,0.5,2
src/styles/variables.scss,0.5,2
microfrontends/ReadMe.md,0.5,2
src/modules/next-load-suggestions-deprecated/app/order-next-suggestions/NextLoadSuggestions.vue,0.5,2
src/modules/accept-now-deprecated/events/AcceptNowEventConsumer.spec.ts,0.5,2
src/modules/Marketplace.vue,0.5,2
src/common/base/notifications.ts,0.5,2
src/modules/filters/filter-add/BundleOptionsFilterDropdown.vue,0.5,2
src/modules/marketplace/components/orders/__tests__/OrderBundleTableCell.spec.ts,0.5,2
src/modules/filters/components/filter-add/DateRangePicker.spec.ts,0.5,2
src/styles/style-variables.scss,0.5,2
src/common/events/SharedDataRepository.spec.ts,0.5,2
src/modules/accept-now/app/accept-now-block/index.ts,0.5,2
src/modules/assignments/components/table/__tests__/TableCell.spec.ts,0.5,2
src/common/compositions/useRoute.ts,0.5,2
microfrontends/index.ts,0.5,2
src/modules/assignments/services/AssignmentService.mock.ts,0.5,2
src/modules/next-load-suggestions/app/order-next-suggestions/AlertModal.vue,0.5,2
src/modules/filters/filter-add/RadiusFilter.vue,0.5,2
src/common/services/errors/RefreshDialogError.ts,0.5,2
src/modules/accept-now/services/mocks/index.ts,0.5,2
src/modules/tender/classes/tender-details/__tests__/VehicleDetails.spec.ts,0.5,2
src/common/components/table/__tests__/Table.spec.ts,0.5,2
src/modules/filters/store/actions.spec.ts,0.5,2
src/coral.d.ts,0.5,2
src/modules/accept-now/models/mocks/index.ts,0.5,2
src/modules/accept-now/composition/useAcceptNow.spec.ts,0.5,2
src/modules/accept-now/events/mocks/AcceptNowRepository.ts,0.5,2
src/modules/filters/components/common/RadiusAddressWrapper.vue,0.5,2
src/modules/next-load-suggestions/featureFlags.ts,0.5,2
renovate.json,0.5,2
src/modules/tender/classes/tender-details/LoadSpecification.ts,0.5,2
src/modules/filters/components/filter-edit/FilterEditDialog.spec.ts,0.5,2
src/filters/responsibility.md,0.5,2
src/modules/next-load-suggestions-deprecated/app/order-next-suggestions/__tests__/AlertModal.spec.ts,0.5,2
src/modules/accept-now-deprecated/app/AcceptNowConfirmDialog.vue,0.5,2
microfrontends/example.ts,0.5,2
src/modules/marketplace/events/MarketplaceEventConsumer.spec.ts,0.5,2
src/modules/accept-now/app/accept-now-action/index.ts,0.5,2
src/modules/accept-now-deprecated/events/AcceptNowRepository.ts,0.5,2
src/sharedData.d.ts,0.5,2
src/modules/tender/classes/tender-details/VehicleDetails.ts,0.5,2
src/modules/filters/filter-add/DropdownFilter.vue,0.5,2
src/store/useStore.ts,0.5,2
src/modules/filters/filter-add/RadiusAddressWrapper.vue,0.5,2
src/modules/marketplace/components/orders/__tests__/OrderSpecificationsTableCell.spec.ts,0.5,2
src/common/components/load-stops-list/RouteStep copy.vue,0.5,2
src/modules/assignments/components/table/TableCell.vue,0.5,2
src/modules/orders/components/common/DayDifferenceExact.vue,0.5,2
src/modules/bids-deprecated/composition/mocks/useBidActions.ts,0.5,2
src/modules/tender/classes/tender-details/LoadDetails.ts,0.5,2
src/modules/next-load-suggestions-deprecated/app/order-next-suggestions/OrderRouteTableCells.vue,0.5,2
src/common/components/RefreshDialog.vue,0.5,2
.eslintrc.js,0.5,2
src/common/components/table/__tests__/TableTitles.spec.ts,0.5,2
src/modules/filters/components/common/VehicleTypesFilter.vue,0.5,2
src/modules/filters/services/errors/SavedLaneServiceErrors.ts,0.5,2
src/modules/marketplace/components/table/__tests__/Table.spec.ts,0.5,2
src/modules/accept-now-deprecated/composition/useAcceptNow.spec.ts,0.5,2
integration-tests/wdio.conf.ts,0.5,2
src/modules/filters/services/errors/SavedLaneServiceErrors.spec.ts,0.5,2
src/modules/tender/featureFlags.ts,0.5,2
src/modules/accept-now-deprecated/app/accept-now-block/useAcceptNowBlock.ts,0.5,2
src/modules/orders/classes/MultiStop.ts,0.5,2
src/modules/next-load-suggestions/app/order-next-suggestions/__tests__/AlertModal.spec.ts,0.5,2
src/common/components/load-stops-list/LineDashedIcon copy.vue,0.5,2
webpack/webpack.e2e.js,0.5,2
src/modules/filters/components/filter-details/FilterMenus.spec.ts,0.5,2
src/modules/tender/classes/tender-details/__tests__/LoadSpecification.spec.ts,0.5,2
src/common/services/mocks/GenericService-mock.ts,0.5,2
src/modules/accept-now-deprecated/events/AcceptNowEvents.ts,0.5,2
src/modules/assignments/components/__tests__/ValidityCounter.spec.ts,0.5,2
src/modules/accept-now-deprecated/events/AcceptNowRepository.spec.ts,0.5,2
src/common/enums/stopTypes.ts,0.5,2
src/modules/tender/components/tender-list/tender-table-row/TenderBidStatus.spec.ts,0.5,2
src/languages.ts,0.5,2
src/common/components/TermsAndConditions.vue,0.5,2
src/modules/filters/filter-add/ResetInputButton.vue,0.5,2
src/modules/filters/components/common/VehicleTypesFilter.spec.ts,0.5,2
src/modules/next-load-suggestions-deprecated/app/order-next-suggestions/NextLoadSuggestionRow.vue,0.5,2
webpack/webpack.mock.js,0.5,2
src/modules/bids/app/bid-details/bid-input/change-bid-condition/OrderChangeBidCondition.spec.ts,0.5,2
src/modules/constants.ts,0.5,2
src/modules/filters/components/filter-details/FilterDetails.spec.ts,0.5,2
src/modules/accept-now/models/index.ts,0.5,2
src/modules/filters/components/filter-list/FiltersCarousel.spec.ts,0.5,2
src/modules/tender/classes/tender-details/__tests__/LoadDetails.spec.ts,0.5,2
src/modules/filters/components/filter-details/FilterMenus.vue,0.5,2
src/common/events/SharedDataRepository.ts,0.5,2
src/modules/transport-offers/services/mocks/LoadService.mock.ts,0.5,2
src/common/types/stopTypes.ts,0.5,2
src/modules/filters/filter-add/Sorting.vue,0.5,2
src/shims-vue.d.ts,0.5,2
microfrontends/loader.ts,0.5,2
src/modules/accept-now/events/mocks/index.ts,0.5,2
src/modules/filters/components/filter-add/DateRangePicker.vue,0.5,2
src/modules/filters/filter-add/MarketplaceListStatusBar.vue,0.5,2
src/modules/bids/app/bid-details/OrderBidBlock.spec.ts,0.5,2
src/common/components/load-stops-list/TimezoneAcronym.spec.ts,0.5,2
src/modules/bids/models/ResponseWrapper.ts,0.5,2
src/shims-tsx.d.ts,0.5,2
webpack/webpack.dev.js,0.5,2
src/modules/assignments/components/table/__tests__/TableRow.spec.ts,0.5,2
src/modules/filters/components/filter-bar/__tests__/Sorting.spec.ts,0.49,13
src/modules/filters/components/filter-details/__tests__/SavedLane.spec.ts,0.49,12
src/modules/filters/services/SavedLaneOrderService.ts,0.49,9
src/modules/bids/app/bidding-block/useCancelBidDialog.ts,0.49,9
src/common/components/TransportRequestStatusTableCell.vue,0.49,9
src/modules/filters/components/filter-list/SavedLaneWithOrders.vue,0.49,9
src/modules/bids/base/helpers.spec.ts,0.49,9
src/common/services/interfaces/IRestService.ts,0.49,9
src/modules/orders/components/order-details/order-content/order-bids/__tests__/ChangeBid.spec.ts,0.49,9
src/modules/filters/store/mutations.ts,0.49,9
src/modules/orders/components/common/AcceptNowConfirmDialog.vue,0.49,9
src/modules/bids/app/bidding-block/useCancelBidDialog.spec.ts,0.49,9
src/modules/orders/components/order-details/order-content/order-load-details/order-route-details/__tests__/OrderDetailsStops.spec.ts,0.49,9
src/modules/orders/components/order-details/order-footer/OrderDetailsFloatingBlock.vue,0.49,7
src/modules/orders/components/order-details/order-content/order-bids/accept-now/AcceptNow.vue,0.49,7
src/modules/filters/services/SavedLaneService.spec.ts,0.49,7
src/modules/assignments/components/orders/OrderLoadDescriptionTableCell.vue,0.49,7
src/common/http/models/mocks/http-client-mock.ts,0.49,7
src/modules/assignments/store/index.ts,0.49,7
src/modules/orders/types/storeTypes.ts,0.49,7
src/modules/filters/types/serviceTypes.ts,0.49,7
src/modules/orders/services/transformers/chartering-transformers.spec.ts,0.48,10
src/modules/orders/services/transformers/marketplace-transformers.spec.ts,0.48,10
src/common/http/axios-client.spec.ts,0.48,10
src/modules/orders/services/transformers/common-transformers.ts,0.48,10
src/modules/bids/store/mocks/index.ts,0.48,5
src/modules/assignments/http/errors/__tests__/GenericServiceErrors.spec.ts,0.48,5
src/modules/orders/components/order-details/order-content/order-mobile/OrderBidBlock.vue,0.48,5
src/modules/transport-offers/services/CarrierLoadService.spec.ts,0.48,5
src/modules/assignments/http/errors/GenericServiceErrors.ts,0.48,5
src/modules/orders/models/mocks/Filter.ts,0.48,5
src/modules/orders/components/order-details/order-content/order-mobile/__tests__/OrderBidBlock.spec.ts,0.48,5
src/modules/orders/components/order-details/order-content/order-bids/ConfirmBidDialog.vue,0.48,5
src/modules/assignments/services/backendClient.ts,0.48,5
src/modules/bids-deprecated/models/mocks/Bid.ts,0.48,5
src/modules/orders/components/order-details/order-content/order-bids/BidInputWithCondition.vue,0.48,5
src/modules/bids/store/mocks/store.ts,0.48,5
src/modules/filters/components/common/index.ts,0.48,5
src/modules/transport-offers/services/CharteringLoadService.ts,0.48,5
src/modules/orders/services/__tests__/BiddingRegularOrderService.spec.ts,0.48,5
src/modules/bids/events/index.ts,0.48,5
src/modules/orders/services/CarrierOrderService.spec.ts,0.48,5
src/modules/assignments/mocks/order.ts,0.48,5
src/styles/style.scss,0.48,5
src/modules/filters/components/common/AddressTypeAhead.spec.ts,0.48,5
src/modules/bids/store/mocks/state.ts,0.48,5
src/common/mocks/loadBundlesMock.ts,0.48,5
src/modules/orders/services/CarrierOrderService.ts,0.48,5
src/modules/assignments/common/__tests__/TableTitlesWrapper.spec.ts,0.48,5
src/modules/bids/tracking/trackBidEvent.spec.ts,0.48,5
src/modules/transport-offers/services/CharteringLoadService.spec.ts,0.48,5
src/tenant-permissions.ts,0.48,5
src/modules/orders/components/order-details/order-content/order-bids/accept-now/__tests__/AcceptNow.spec.ts,0.48,5
src/__tests__/example.spec.ts,0.48,5
src/store/actions.ts,0.47,13
src/common/filter/ResetInputButton.vue,0.47,8
src/modules/filters/services/SavedLaneService.ts,0.47,8
src/modules/transport-offers/services/CarrierLoadService.ts,0.47,8
src/modules/marketplace/base/dependencies.ts,0.46,14
src/common/http/axios-client.ts,0.46,11
src/common/filter/AddressTypeAhead.vue,0.46,10
src/modules/filters/components/filter-add/SavedLaneConfirmDialog.vue,0.46,10
src/modules/assignments/components/orders/VehicleTypes.vue,0.46,10
src/modules/orders/services/MarketplaceClient.ts,0.45,23
src/modules/bids/app/bidding-block/useBiddingBlock.spec.ts,0.45,22
src/modules/filters/components/filter-bar/Status.spec.ts,0.45,7
src/modules/filters/components/filter-bar/Sorting.spec.ts,0.45,7
src/modules/orders/components/order-details/order-header/OrderDetailsPagination.vue,0.45,7
src/modules/transport-offers/services/LoadService.ts,0.45,7
src/modules/marketplace/store/actions.spec.ts,0.44,26
src/modules/filters/components/filter-edit/SavedLaneEditDialog.spec.ts,0.44,6
src/modules/assignments/store/getter-types.ts,0.44,6
src/modules/orders/components/common/__tests__/AcceptNowConfirmDialog.spec.ts,0.44,6
src/modules/filters/components/common/TypeAheadField.vue,0.44,6
src/modules/assignments/store/action-types.ts,0.44,6
src/modules/orders/components/order-details/order-content/order-bids/__tests__/CancelBid.spec.ts,0.44,6
src/modules/assignments/store/mutations-types.ts,0.44,6
src/modules/filters/models/interfaces.ts,0.44,6
src/modules/filters/components/filter-add/__tests__/SavedLaneConfirmDialog.spec.ts,0.44,6
src/logger.ts,0.44,3
src/modules/bids-deprecated/app/bidding-block/bidding-statuses/bid-status/BiddingStatus.spec.ts,0.44,3
src/modules/bids-deprecated/events/BidEvents.ts,0.44,3
src/common/components/TermsAndConditions.spec.ts,0.44,3
src/modules/bids-deprecated/app/bidding-block-actions/BiddingBlockActions.spec.ts,0.44,3
src/modules/orders/components/order-details/order-next-suggestions/AlertModal.vue,0.44,3
src/modules/tender/components/tender-details/tender-content/tender-load-details/HeaderSlot.vue,0.44,3
src/modules/marketplace/components/LoadMore/LoadMore.vue,0.44,3
src/modules/bids/app/bidding-block/accepted-state/AcceptedState.spec.ts,0.44,3
src/modules/bids-deprecated/app/bidding-block/useBidInAcceptedState.spec.ts,0.44,3
src/modules/bids/app/bidding-block/awaiting-matching-confirmation-state/AwaitingMatchingConfirmationState.spec.ts,0.44,3
src/common/components/TableRow.vue,0.44,3
src/modules/marketplace/components/table/Table.vue,0.44,3
src/common/components/load-stops-list/RouteNotes.vue,0.44,3
src/experiments/time-auction/components/TimeAuction.spec.ts,0.44,3
src/modules/marketplace/components/orders/OrderRecommendation.vue,0.44,3
src/common/base/compositions/notifications/usePushNotification.ts,0.44,3
src/common/services/custom-errors.ts,0.44,3
src/common/components/load-stops-list/LoadStopsList.vue,0.44,3
src/modules/transport-offers/feature-flags.ts,0.44,3
src/modules/bids/app/bidding-block/bidding-statuses/index.ts,0.44,3
src/experiments/accept-now/components/NumberOfBids.spec.ts,0.44,3
src/modules/marketplace/components/Marketplace.spec.ts,0.44,3
src/modules/marketplace/models/mocks/Orders.ts,0.44,3
src/modules/assignments/components/__tests__/AssignmentsFilters.spec.ts,0.44,3
src/modules/orders/components/order-details/order-content/order-load-details/order-map/OrderDetailsMapFixedHeight.vue,0.44,3
.prettierignore,0.44,3
src/modules/bids/app/bid-details/floating-block/OrderDetailsFloatingBlock.spec.ts,0.44,3
src/modules/marketplace/events/MarketplaceEventKeys.ts,0.44,3
src/common/http/casing.spec.ts,0.44,3
src/experiments/time-auction/useTimeAuction.ts,0.44,3
src/modules/bids-deprecated/app/bidding-block/bidding-statuses/useBiddingStatus.spec.ts,0.44,3
src/common/base/compositions/notifications/usePushNotification.spec.ts,0.44,3
src/modules/tender/classes/tender-details/__tests__/RouteLocationList.spec.ts,0.44,3
src/modules/bids/app/bidding-block-actions/index.ts,0.44,3
src/experiments/accept-now/components/AcceptNowBanner.spec.ts,0.44,3
src/modules/orders/components/order-details/__tests__/OrderDetailsPageWrapper.ts,0.44,3
src/modules/orders/mocks/loadBundlesMock.ts,0.44,3
src/modules/bids/app/bidding-block/index.ts,0.44,3
src/common/components/TableCell.vue,0.44,3
src/modules/orders/classes/SingleStop.ts,0.44,3
src/modules/orders/components/order-details/order-header/OrderDetailsPagination.spec.ts,0.44,3
src/modules/accept-now/events/index.ts,0.44,3
src/modules/tender/components/tender-details/Loader.vue,0.44,3
src/modules/bids-deprecated/composition/useBidActions.ts,0.44,3
src/modules/bids-deprecated/app/bidding-block/accepted-state/AcceptedState.spec.ts,0.44,3
src/sentry.ts,0.44,3
src/modules/bids-deprecated/app/bidding-block/awaiting-matching-confirmation-state/AwaitingMatchingConfirmationState.spec.ts,0.44,3
src/components/Tenders.vue,0.44,3
src/modules/orders/components/common/__tests__/RouteAddress.spec.ts,0.44,3
src/modules/bids/composition/useAcceptNowNotification/useAcceptNowNotification.ts,0.44,3
src/modules/bids/app/bidding-block/bidding-statuses/bid-status/index.ts,0.44,3
src/common/http/casing.ts,0.44,3
src/common/components/table-plankton/__tests__/TableRow.spec.ts,0.44,3
src/modules/bids/composition/useAcceptNowNotification/useAcceptNowNotification.spec.ts,0.44,3
src/common/config/env.ts,0.44,3
src/experiments/use-auth-v4/featureFlags.ts,0.44,3
src/modules/bids/app/bid-input/change-bid-condition/OrderChangeBidCondition.spec.ts,0.44,3
src/modules/filters/components/filter-list/FilterCard.vue,0.44,3
src/modules/bids/app/bidding-block/awaiting-matching-confirmation-state/index.ts,0.44,3
src/experiments/time-auction/mocks/useTimeAuction.ts,0.44,3
src/modules/tender/components/tender-details/tender-content/tender-load-details/__tests__/HeaderSlot.spec.ts,0.44,3
src/modules/tender/store/getters.ts,0.44,3
src/modules/filters/filter-add/MarketplaceFilters.vue,0.44,3
src/common/services/errors/BiddingServiceErrors.ts,0.44,3
src/modules/next-load-suggestions-deprecated/app/order-next-suggestions/__tests__/NextLoadSuggestions.spec.ts,0.44,3
src/components/OrderDetails.vue,0.44,3
src/modules/bids-deprecated/app/bidding-block/bid-form/useBidForm.spec.ts,0.44,3
src/common/testing/store.ts,0.44,3
src/modules/tender/components/tender-list/TenderTableTitle.vue,0.44,3
src/modules/marketplace/events/MarketplaceEvents.ts,0.44,3
src/modules/marketplace/Marketplace.vue,0.44,3
src/modules/bids/app/bidding-block/bidding-statuses/bid-status/BiddingStatus.spec.ts,0.44,3
src/modules/bids/models/SpotBid.spec.ts,0.44,3
src/modules/tender/components/tender-details/tender-content/TenderRoute.vue,0.44,3
src/modules/bids-deprecated/services/IBiddingService.ts,0.44,3
src/modules/bids-deprecated/services/mocks/BiddingService-mock.ts,0.44,3
src/modules/bids/app/bidding-block/bid-form/index.ts,0.44,3
src/modules/bids/composition/useLowestBidPrice.ts,0.44,3
src/modules/bids-deprecated/composition/useBids.spec.ts,0.44,3
src/modules/bids-deprecated/composition/useBidActions.spec.ts,0.44,3
src/modules/orders/components/order-details/order-content/order-load-details/order-description/OrderDetailsDescription.vue,0.44,3
src/modules/orders/components/order-details/order-content/order-load-details/order-description/OrderDetailsLoadSection.vue,0.44,3
src/components/TenderDetails.vue,0.44,3
src/notifications/notifications.ts,0.44,3
src/common/base/mixins/dataPolling.ts,0.44,3
src/modules/bids-deprecated/app/bid-table-cell/status/OrderListBidStatus.spec.ts,0.44,3
src/modules/bids/app/cancel-bid-dialog/CancelBid.spec.ts,0.44,3
src/modules/accept-now/AcceptNowEvent.ts,0.44,3
src/common/base/casing.ts,0.44,3
src/modules/tender/components/tender-details/__tests__/Loader.spec.ts,0.44,3
src/modules/marketplace/events/MarketplaceEventConsumer.ts,0.44,3
src/experiments/time-auction/useTimeAuction.spec.ts,0.44,3
src/modules/bids/app/bidding-block/CancelBid.spec.ts,0.44,3
