entity,fractal-value,total-revs
src/modules/marketplace/components/orders/complementary-loads/composition/index.ts,0.0,1
src/modules/tender/services/errors/TenderServiceError.ts,0.0,1
src/modules/accept-now-deprecated/models/mocks/index.ts,0.0,1
src/types/shims-vue.d.ts,0.0,1
src/common/services/readme.md,0.0,1
src/filters/ui/useFilters.ts,0.0,1
src/modules/orders/classes/DayDifferenceExact.ts,0.0,1
src/common/compositions/useInterval.spec.ts,0.0,1
src/modules/marketplace/components/orders/complementary-loads/ComplementaryLoads.vue,0.0,1
src/modules/accept-now-deprecated/composition/useAcceptNowNotification.spec.ts,0.0,1
src/modules/next-load-suggestions-deprecated/featureFlags.ts,0.0,1
src/experiments/time-auction/components/TimeAuctionHeader.vue,0.0,1
src/modules/marketplace/readme.md,0.0,1
src/modules/accept-now-deprecated/app/accept-now-action/index.ts,0.0,1
nginx.conf,0.0,1
src/common/compositions/useSmartBanner.ts,0.0,1
src/modules/accept-now-deprecated/events/AcceptNowEventKeys.ts,0.0,1
src/modules/filters/store/mutation.spec.ts,0.0,1
src/integrations/datadog.ts,0.0,1
src/common/services/RouterRepository.ts,0.0,1
src/modules/bids/services/BiddingService.spec.ts,0.0,1
src/common/components/load-stops-list/TimezoneAcronym.vue,0.0,1
src/modules/filters/components/filter-list/FiltersCarousel.vue,0.0,1
src/common/http/errors/mocks/axios-error-mock.ts,0.0,1
src/modules/marketplace/store/mocks/index.ts,0.0,1
src/modules/transport-offers/detail/store/index.ts,0.0,1
src/modules/orders/classes/__tests__/MultiStop.spec.ts,0.0,1
src/marketplace/services/TruckLoadStorage.ts,0.0,1
src/common/readme.md,0.0,1
src/modules/orders/components/order-details/order-not-ready/index.ts,0.0,1
src/assets/pngs/no-route-map-placeholder.png,0.0,1
src/assets/svgs/no-saved-lanes.svg,0.0,1
.prettierrc.json,0.0,1
src/modules/transport-offers/services/index.ts,0.0,1
src/modules/filters/store/getters.spec.ts,0.0,1
src/types/shims-tsx.d.ts,0.0,1
src/modules/accept-now-deprecated/featureFlags.ts,0.0,1
src/modules/orders/store/__tests__/mutations.spec.ts,0.0,1
src/modules/accept-now-deprecated/app/useAcceptNowConfirm.ts,0.0,1
src/common/application/ports.ts,0.0,1
src/modules/marketplace/components/orders/complementary-loads/composition/useComplementaryLoads.spec.ts,0.0,1
src/modules/bids/components/.gitkeep,0.0,1
src/marketplace/application/displayTruckLoads.spec.ts,0.0,1
src/assets/svgs/check_mark.svg,0.0,1
src/modules/config/.gitkeep,0.0,1
src/common/components/table/__tests__/TableRow.spec.ts,0.0,1
src/filters/di/container.ts,0.0,1
src/di/container.ts,0.0,1
src/notifications/notifications.spec.ts,0.0,1
src/modules/accept-now-deprecated/app/index.ts,0.0,1
Makefile,0.0,1
src/marketplace/services/TruckLoadQuery.ts,0.0,1
src/modules/orders/store/__tests__/getter.spec.ts,0.0,1
src/modules/currencies/currencies.ts,0.0,1
src/modules/notifications/compositions/usePushNotification.spec.ts,0.0,1
src/modules/marketplace/store/mocks/store.ts,0.0,1
src/modules/currencies/formatCurrency.ts,0.0,1
src/modules/tender/styles/responsive.scss,0.0,1
src/modules/filters/services/mocks/SavedLaneClient-mock.ts,0.0,1
src/modules/notifications/compositions/usePushNotification.ts,0.0,1
src/common/components/index.ts,0.0,1
src/modules/filters/services/mocks/index.ts,0.0,1
src/common/types/feature-flags.ts,0.0,1
src/modules/orders/components/order-details/order-not-ready/OrderNotReady.vue,0.0,1
webpack/webpack.stg.js,0.0,1
src/modules/marketplace/components/orders/complementary-loads/ComplementaryLoadsHeader.vue,0.0,1
src/modules/design/components/BlockWithBorder.vue,0.0,1
src/modules/marketplace/di/container.ts,0.0,1
src/modules/filters/models/filter-mappers.ts,0.0,1
src/modules/transport-offers/list/components/index.ts,0.0,1
src/modules/marketplace/components/orders/complementary-loads/composition/useComplementaryLoads.ts,0.0,1
src/modules/filters/components/filter-add/useSavedFilters.ts,0.0,1
src/marketplace/application/ports.ts,0.0,1
src/modules/accept-now-deprecated/events/mocks/AcceptNowRepository.ts,0.0,1
src/common/filter/readme.md,0.0,1
src/common/compositions/useInterval.ts,0.0,1
src/assets/palette_with_boxes.svg,0.0,1
src/modules/filters/components/filter-add/responsibility.md,0.0,1
src/modules/marketplace/store/mutations.spec.ts,0.0,1
src/experiments/price-guidance/components/PriceGuidanceBanner.vue,0.0,1
src/common/http/request-manager.spec.ts,0.0,1
src/modules/next-load-suggestions-deprecated/app/order-next-suggestions/AlertModal.vue,0.0,1
src/languages/readme.md,0.0,1
src/modules/transport-offers/services/mocks/index.ts,0.0,1
src/common/http/loggers/index.ts,0.0,1
src/common/http/mocks/index.ts,0.0,1
src/modules/accept-now-deprecated/models/index.ts,0.0,1
src/modules/notifications/index.ts,0.0,1
.eslintrc.json,0.0,1
src/common/compositions/useSmartBanner.spec.ts,0.0,1
src/modules/accept-now-deprecated/composition/useAcceptNowNotification.ts,0.0,1
src/marketplace/services/UIErrorService.ts,0.0,1
src/modules/marketplace/components/orders/complementary-loads/composition/mocks/useComplementary.mocks.ts,0.0,1
jest.config.ts,0.0,1
src/modules/marketplace/store/getters.spec.ts,0.0,1
src/marketplace/application/ApplicationFactory.ts,0.0,1
src/modules/tender/base/constants.ts,0.0,1
src/common/types/index.ts,0.0,1
src/marketplace/Marketplace sequence and interaction between components.md ,0.0,1
src/modules/marketplace/events/index.ts,0.0,1
.env.stg,0.0,1
src/common/components/load-stops-list/__tests__/RouteStep.spec.ts,0.0,1
src/modules/notifications/compositions/index.ts,0.0,1
src/modules/accept-now-deprecated/composition/index.ts,0.0,1
src/types/localData.d.ts,0.0,1
src/integrations/monitoring.ts,0.0,1
src/common/components/table/TableTitles.vue,0.0,1
src/types/coral.d.ts,0.0,1
src/modules/orders/classes/__tests__/DayDifferenceExact.spec.ts,0.0,1
public/favicon.ico,0.0,1
src/assets/svgs/404_500_ODV.svg,0.0,1
src/modules/accept-now-deprecated/composition/mocks/useAcceptNow.ts,0.0,1
src/filters/ui/useFilters.spec.ts,0.0,1
src/modules/orders/services/errors/OrderServiceErrors.spec.ts,0.0,1
src/modules/filters/components/filter-add/Approach_for_refactoring.md,0.0,1
src/modules/filters/events/FilterEventBusEvents.ts,0.0,1
src/modules/accept-now-deprecated/app/accept-now-block/index.ts,0.0,1
src/experiments/time-auction/index.ts,0.0,1
src/common/http/request-manager.ts,0.0,1
src/common/compositions/useTotalDistance.spec.ts,0.0,1
src/modules/accept-now-deprecated/events/mocks/index.ts,0.0,1
src/common/types/ResponseWrapper.ts,0.0,1
src/styles/animations.scss,0.0,1
src/architecture-vision/README.md,0.0,1
src/modules/filters/services/FilterService.spec.ts,0.0,1
src/index.ts,0.0,1
src/notifications/index.ts,0.0,1
src/common/compositions/useRoute.spec.ts,0.0,1
src/modules/accept-now-deprecated/constants.ts,0.0,1
src/store/readme.md,0.0,1
src/modules/bids/services/.gitkeep,0.0,1
src/styles/dialog-style.scss,0.0,1
src/modules/currencies/index.ts,0.0,1
src/modules/tender/classes/tender-details/LoadRequirement.ts,0.0,1
src/modules/accept-now-deprecated/models/accept-now-dialog.ts,0.0,1
src/common/compositions/useWindow.spec.ts,0.0,1
src/modules/marketplace/tracking/index.ts,0.0,1
src/modules/bids/readme.md,0.0,1
src/common/compositions/mocks/index.ts,0.0,1
src/common/http/errors/ErrorService.ts,0.0,1
src/modules/marketplace/components/MarketplaceAllLoads.vue,0.0,1
src/common/http/mocks/headers.mocks.ts,0.0,1
src/modules/accept-now-deprecated/events/index.ts,0.0,1
src/modules/inftrastructure/readme.md,0.0,1
src/global-setup.ts,0.0,1
src/modules/bids-deprecated/app/bidding-block/cancel-bid-dialog/CancelBidDialog.spec.ts,0.0,1
src/store/getter.spec.ts,0.0,1
src/common/mocks/orderIdMapping.mock.ts,0.0,1
src/modules/currencies/formatCurrency.spec.ts,0.0,1
src/modules/orders/events/OrderEventBusEvents.ts,0.0,1
src/modules/filters/services/mocks/FilterService-mock.ts,0.0,1
src/filters/mocks/index.ts,0.0,1
src/experiments/use-auth-v4/useAuthV4.ts,0.0,1
src/modules/bids/models/.gitkeep,0.0,1
src/tracking/index.ts,0.0,1
src/common/compositions/useUrlQueryParams.spec.ts,0.0,1
src/modules/config/readme.md,0.0,1
src/filters/application/use-cases/FilterByVehicleTypeUseCase.spec.ts,0.0,1
src/common/compositions/useTotalDistance.ts,0.0,1
babel.config.js,0.0,1
webpack/webpack.local.js,0.0,1
src/modules/filters/components/filter-edit/FilterEditDialog.vue,0.0,1
src/modules/accept-now-deprecated/app/useAcceptNowConfirm.spec.ts,0.0,1
src/common/compositions/useWindow.ts,0.0,1
.eslintignore,0.0,1
src/modules/accept-now-deprecated/services/index.ts,0.0,1
src/marketplace/ui/ComplementaryLoads.vue,0.0,1
src/common/http/errors/RefreshDialogError.ts,0.0,1
src/modules/filters/components/filter-details/FilterDetails.vue,0.0,1
